CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Rutland, VT Micro Area",310M500US40860,40860,58892,2620,7916,8747,6082,6650,14330,12547,4.4,13.4,14.9,10.3,11.3,24.3,21.3
"Sacramento-Roseville-Folsom, CA Metro Area",310M500US40900,40900,2315980,140578,392877,387203,317421,288519,441048,348334,6.1,17.0,16.7,13.7,12.5,19.0,15.0
"Safford, AZ Micro Area",310M500US40940,40940,37996,2765,7518,6996,5013,4713,5789,5202,7.3,19.8,18.4,13.2,12.4,15.2,13.7
"Saginaw, MI Metro Area",310M500US40980,40980,191821,11023,30307,31332,21198,22037,40123,35801,5.7,15.8,16.3,11.1,11.5,20.9,18.7
"Richmond, VA Metro Area",310M500US40060,40060,1269530,74165,201445,208541,170287,164011,258968,192113,5.8,15.9,16.4,13.4,12.9,20.4,15.1
"Richmond-Berea, KY Micro Area",310M500US40080,40080,105026,5932,16099,24116,12212,13006,18884,14777,5.6,15.3,23.0,11.6,12.4,18.0,14.1
"Rio Grande City-Roma, TX Micro Area",310M500US40100,40100,64078,6345,14809,11901,7897,7349,8581,7196,9.9,23.1,18.6,12.3,11.5,13.4,11.2
"Riverside-San Bernardino-Ontario, CA Metro Area",310M500US40140,40140,4560470,311383,874334,809329,613450,572898,796540,582536,6.8,19.2,17.7,13.5,12.6,17.5,12.8
"Riverton, WY Micro Area",310M500US40180,40180,39812,2762,7295,5488,5030,4046,8081,7110,6.9,18.3,13.8,12.6,10.2,20.3,17.9
"Roanoke, VA Metro Area",310M500US40220,40220,313009,16670,47094,45097,37278,38038,67011,61821,5.3,15.0,14.4,11.9,12.2,21.4,19.8
"Roanoke Rapids, NC Micro Area",310M500US40260,40260,71136,3630,10918,9851,7063,8143,16230,15301,5.1,15.3,13.8,9.9,11.4,22.8,21.5
"Rochelle, IL Micro Area",310M500US40300,40300,51025,2745,8815,6725,5662,6691,11111,9276,5.4,17.3,13.2,11.1,13.1,21.8,18.2
"Rochester, MN Metro Area",310M500US40340,40340,217964,14667,38641,30481,29810,25767,43408,35190,6.7,17.7,14.0,13.7,11.8,19.9,16.1
"Rochester, NY Metro Area",310M500US40380,40380,1072877,57984,164756,180916,130449,124715,227818,186239,5.4,15.4,16.9,12.2,11.6,21.2,17.4
"St. Cloud, MN Metro Area",310M500US41060,41060,198581,13002,33800,40038,24493,22250,36383,28615,6.5,17.0,20.2,12.3,11.2,18.3,14.4
"St. George, UT Metro Area",310M500US41100,41100,165811,11242,32918,24608,19899,16691,25817,34636,6.8,19.9,14.8,12.0,10.1,15.6,20.9
"St. Joseph, MO-KS Metro Area",310M500US41140,41140,126173,7608,20028,20448,16828,14943,25493,20825,6.0,15.9,16.2,13.3,11.8,20.2,16.5
"St. Louis, MO-IL Metro Area",310M500US41180,41180,2805190,167373,458604,429702,371863,340901,584786,451961,6.0,16.3,15.3,13.3,12.2,20.8,16.1
"St. Marys, GA Micro Area",310M500US41220,41220,53231,3820,8997,11541,7129,5549,9433,6762,7.2,16.9,21.7,13.4,10.4,17.7,12.7
"St. Marys, PA Micro Area",310M500US41260,41260,30340,1529,4358,3649,2998,3791,7498,6517,5.0,14.4,12.0,9.9,12.5,24.7,21.5
"Salem, OH Micro Area",310M500US41400,41400,103190,5326,15861,13588,11400,13198,23350,20467,5.2,15.4,13.2,11.0,12.8,22.6,19.8
"Salem, OR Metro Area",310M500US41420,41420,422678,27350,75829,71417,55171,50128,76121,66662,6.5,17.9,16.9,13.1,11.9,18.0,15.8
"Salina, KS Micro Area",310M500US41460,41460,60523,3791,10384,8954,7663,6752,12410,10569,6.3,17.2,14.8,12.7,11.2,20.5,17.5
"Salinas, CA Metro Area",310M500US41500,41500,433410,31503,82366,75225,60481,53359,73236,57240,7.3,19.0,17.4,14.0,12.3,16.9,13.2
"Salisbury, MD-DE Metro Area",310M500US41540,41540,404417,21019,57181,60166,41666,42828,86908,94649,5.2,14.1,14.9,10.3,10.6,21.5,23.4
"Salt Lake City, UT Metro Area",310M500US41620,41620,1201043,91862,241857,214879,190519,151349,184916,125661,7.6,20.1,17.9,15.9,12.6,15.4,10.5
"San Angelo, TX Metro Area",310M500US41660,41660,120837,8164,20721,24125,16133,12698,20730,18266,6.8,17.1,20.0,13.4,10.5,17.2,15.1
"San Antonio-New Braunfels, TX Metro Area",310M500US41700,41700,2468193,169872,456448,434966,353112,313825,424457,315513,6.9,18.5,17.6,14.3,12.7,17.2,12.8
"San Diego-Chula Vista-Carlsbad, CA Metro Area",310M500US41740,41740,3316073,209680,513058,631902,492204,418193,596947,454089,6.3,15.5,19.1,14.8,12.6,18.0,13.7
"Sandpoint, ID Micro Area",310M500US41760,41760,43611,2125,6588,4509,4549,4897,10582,10361,4.9,15.1,10.3,10.4,11.2,24.3,23.8
"Sandusky, OH Micro Area",310M500US41780,41780,74780,4010,11288,10295,8160,8400,16697,15930,5.4,15.1,13.8,10.9,11.2,22.3,21.3
"Sanford, NC Micro Area",310M500US41820,41820,60481,3900,10851,8928,7394,7747,11916,9745,6.4,17.9,14.8,12.2,12.8,19.7,16.1
"San Francisco-Oakland-Berkeley, CA Metro Area",310M500US41860,41860,4701332,257938,676975,745882,738889,657446,912266,711936,5.5,14.4,15.9,15.7,14.0,19.4,15.1
"San Germán, PR Metro Area",310M500US41900,41900,125324,5062,18476,19586,13178,16403,23873,28746,4.0,14.7,15.6,10.5,13.1,19.0,22.9
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M500US41940,41940,1987846,120391,323669,328193,306040,281103,366747,261703,6.1,16.3,16.5,15.4,14.1,18.4,13.2
"San Juan-Bayamón-Caguas, PR Metro Area",310M500US41980,41980,2100207,90940,317968,346309,255207,269067,413408,407308,4.3,15.1,16.5,12.2,12.8,19.7,19.4
"Sayre, PA Micro Area",310M500US42380,42380,60963,3642,9789,7828,6667,6688,13678,12671,6.0,16.1,12.8,10.9,11.0,22.4,20.8
"Scottsbluff, NE Micro Area",310M500US42420,42420,38015,2587,6803,5365,4444,4085,7557,7174,6.8,17.9,14.1,11.7,10.7,19.9,18.9
"Scottsboro, AL Micro Area",310M500US42460,42460,51852,2756,8226,6900,5888,6744,11225,10113,5.3,15.9,13.3,11.4,13.0,21.6,19.5
"Scottsburg, IN Micro Area",310M500US42500,42500,23759,1424,3894,3471,2560,3388,5075,3947,6.0,16.4,14.6,10.8,14.3,21.4,16.6
"Scranton--Wilkes-Barre, PA Metro Area",310M500US42540,42540,555642,28770,82126,84988,65836,66847,117870,109205,5.2,14.8,15.3,11.8,12.0,21.2,19.7
"Searcy, AR Micro Area",310M500US42620,42620,78762,4882,13570,14065,10136,8589,14829,12691,6.2,17.2,17.9,12.9,10.9,18.8,16.1
"Seattle-Tacoma-Bellevue, WA Metro Area",310M500US42660,42660,3871323,237617,598264,651432,617019,524630,734778,507583,6.1,15.5,16.8,15.9,13.6,19.0,13.1
"Sebastian-Vero Beach, FL Metro Area",310M500US42680,42680,153989,6437,18858,17135,13926,14719,33229,49685,4.2,12.2,11.1,9.0,9.6,21.6,32.3
"Sebring-Avon Park, FL Metro Area",310M500US42700,42700,103437,4882,12890,11497,9418,9271,19070,36409,4.7,12.5,11.1,9.1,9.0,18.4,35.2
"Sedalia, MO Micro Area",310M500US42740,42740,42355,2913,7611,6495,5266,4787,8340,6943,6.9,18.0,15.3,12.4,11.3,19.7,16.4
"Selinsgrove, PA Micro Area",310M500US42780,42780,40483,2169,6306,7247,4445,4651,8246,7419,5.4,15.6,17.9,11.0,11.5,20.4,18.3
"Selma, AL Micro Area",310M500US42820,42820,39149,2393,7036,5891,4595,4179,8246,6809,6.1,18.0,15.0,11.7,10.7,21.1,17.4
"Seneca, SC Micro Area",310M500US42860,42860,77528,3935,11715,10421,8176,8575,17048,17658,5.1,15.1,13.4,10.5,11.1,22.0,22.8
"Seneca Falls, NY Micro Area",310M500US42900,42900,34390,1841,5038,5244,4165,4133,7556,6413,5.4,14.6,15.2,12.1,12.0,22.0,18.6
"Sevierville, TN Micro Area",310M500US42940,42940,97068,5234,14661,14189,11088,12147,21061,18688,5.4,15.1,14.6,11.4,12.5,21.7,19.3
"Seymour, IN Micro Area",310M500US42980,42980,44025,2895,7886,5995,6044,5488,8739,6978,6.6,17.9,13.6,13.7,12.5,19.9,15.9
"San Luis Obispo-Paso Robles, CA Metro Area",310M500US42020,42020,282165,13154,37022,59396,34005,28150,55591,54847,4.7,13.1,21.1,12.1,10.0,19.7,19.4
"Santa Cruz-Watsonville, CA Metro Area",310M500US42100,42100,273962,14192,38929,58474,32005,32697,54510,43155,5.2,14.2,21.3,11.7,11.9,19.9,15.8
"Santa Fe, NM Metro Area",310M500US42140,42140,149293,6503,20987,19187,17239,17212,33627,34538,4.4,14.1,12.9,11.5,11.5,22.5,23.1
"Santa Isabel, PR Micro Area",310M500US42180,42180,21757,1001,3825,3715,2623,3457,3692,3444,4.6,17.6,17.1,12.1,15.9,17.0,15.8
"Santa Maria-Santa Barbara, CA Metro Area",310M500US42200,42200,444829,28159,71025,102236,52960,48990,74896,66563,6.3,16.0,23.0,11.9,11.0,16.8,15.0
"Santa Rosa-Petaluma, CA Metro Area",310M500US42220,42220,499772,25137,74053,73824,63868,61444,106533,94913,5.0,14.8,14.8,12.8,12.3,21.3,19.0
"Sault Ste. Marie, MI Micro Area",310M500US42300,42300,37629,1832,5049,7108,4644,4557,7788,6651,4.9,13.4,18.9,12.3,12.1,20.7,17.7
"Savannah, GA Metro Area",310M500US42340,42340,386036,25367,63707,71667,55497,46799,69154,53845,6.6,16.5,18.6,14.4,12.1,17.9,13.9
"Shawano, WI Micro Area",310M500US43020,43020,45462,2624,7690,5606,4759,5341,10377,9065,5.8,16.9,12.3,10.5,11.7,22.8,19.9
"Shawnee, OK Micro Area",310M500US43060,43060,72154,4467,12785,11736,9056,8797,13765,11548,6.2,17.7,16.3,12.6,12.2,19.1,16.0
"Sheboygan, WI Metro Area",310M500US43100,43100,115178,6408,19295,16074,13633,14230,25420,20118,5.6,16.8,14.0,11.8,12.4,22.1,17.5
"Shelby, NC Micro Area",310M500US43140,43140,97282,5431,15981,15055,10337,11995,20791,17692,5.6,16.4,15.5,10.6,12.3,21.4,18.2
"Shelbyville, TN Micro Area",310M500US43180,43180,48292,3211,9074,7405,5843,6530,8970,7259,6.6,18.8,15.3,12.1,13.5,18.6,15.0
"Shelton, WA Micro Area",310M500US43220,43220,63804,3351,9068,8220,7751,6611,14420,14383,5.3,14.2,12.9,12.1,10.4,22.6,22.5
"Sheridan, WY Micro Area",310M500US43260,43260,30140,1513,4923,3995,3824,3387,6331,6167,5.0,16.3,13.3,12.7,11.2,21.0,20.5
"Sherman-Denison, TX Metro Area",310M500US43300,43300,131014,8271,22829,19549,15012,15822,26588,22943,6.3,17.4,14.9,11.5,12.1,20.3,17.5
"Show Low, AZ Micro Area",310M500US43320,43320,109270,7730,21720,16267,12391,11459,20641,19062,7.1,19.9,14.9,11.3,10.5,18.9,17.4
"Shreveport-Bossier City, LA Metro Area",310M500US43340,43340,399619,27348,69701,63505,54892,46183,75214,62776,6.8,17.4,15.9,13.7,11.6,18.8,15.7
"Sidney, OH Micro Area",310M500US43380,43380,48749,3188,9068,6988,5389,6055,10262,7799,6.5,18.6,14.3,11.1,12.4,21.1,16.0
"Sierra Vista-Douglas, AZ Metro Area",310M500US43420,43420,125867,7414,19972,18925,14947,13153,24178,27278,5.9,15.9,15.0,11.9,10.4,19.2,21.7
"Sikeston, MO Micro Area",310M500US43460,43460,38633,2486,6727,5562,4553,4548,7872,6885,6.4,17.4,14.4,11.8,11.8,20.4,17.8
"Silver City, NM Micro Area",310M500US43500,43500,27669,1479,4099,3508,2909,2764,5563,7347,5.3,14.8,12.7,10.5,10.0,20.1,26.6
"Sioux City, IA-NE-SD Metro Area",310M500US43580,43580,143846,10417,27445,22631,18687,16389,26684,21593,7.2,19.1,15.7,13.0,11.4,18.6,15.0
"Sioux Falls, SD Metro Area",310M500US43620,43620,259348,19641,47629,41578,39272,30838,46693,33697,7.6,18.4,16.0,15.1,11.9,18.0,13.0
"Snyder, TX Micro Area",310M500US43660,43660,17096,1143,3156,2745,2377,2082,3015,2578,6.7,18.5,16.1,13.9,12.2,17.6,15.1
"Somerset, KY Micro Area",310M500US43700,43700,64350,3819,10519,8836,7379,8113,13679,12005,5.9,16.3,13.7,11.5,12.6,21.3,18.7
"Somerset, PA Micro Area",310M500US43740,43740,74361,3455,10160,9539,8701,9241,17087,16178,4.6,13.7,12.8,11.7,12.4,23.0,21.8
"Sonora, CA Micro Area",310M500US43760,43760,54045,2434,6553,7097,6220,5753,12161,13827,4.5,12.1,13.1,11.5,10.6,22.5,25.6
"South Bend-Mishawaka, IN-MI Metro Area",310M500US43780,43780,321739,19955,54836,55274,38218,38458,62934,52064,6.2,17.0,17.2,11.9,12.0,19.6,16.2
"Spartanburg, SC Metro Area",310M500US43900,43900,307617,18728,52830,50489,38358,38202,60011,48999,6.1,17.2,16.4,12.5,12.4,19.5,15.9
"Spearfish, SD Micro Area",310M500US43940,43940,25478,1061,3444,4774,2798,2544,5487,5370,4.2,13.5,18.7,11.0,10.0,21.5,21.1
"Spencer, IA Micro Area",310M500US43980,43980,16211,1058,2603,2041,1823,1921,3436,3329,6.5,16.1,12.6,11.2,11.8,21.2,20.5
"Spirit Lake, IA Micro Area",310M500US44020,44020,17127,792,2444,1937,1977,1706,3897,4374,4.6,14.3,11.3,11.5,10.0,22.8,25.5
"Spokane-Spokane Valley, WA Metro Area",310M500US44060,44060,550160,33184,88737,92914,72576,64057,108793,89899,6.0,16.1,16.9,13.2,11.6,19.8,16.3
"Springfield, IL Metro Area",310M500US44100,44100,209167,12062,34819,29972,26457,25396,44127,36334,5.8,16.6,14.3,12.6,12.1,21.1,17.4
"Springfield, MA Metro Area",310M500US44140,44140,699480,34651,103365,135833,80631,82177,144137,118686,5.0,14.8,19.4,11.5,11.7,20.6,17.0
"Springfield, MO Metro Area",310M500US44180,44180,462434,28683,75400,86690,59180,53270,84440,74771,6.2,16.3,18.7,12.8,11.5,18.3,16.2
"Springfield, OH Metro Area",310M500US44220,44220,134726,7956,22462,20108,15150,15490,27925,25635,5.9,16.7,14.9,11.2,11.5,20.7,19.0
"Starkville, MS Micro Area",310M500US44260,44260,59280,3137,7801,20700,6785,4841,8803,7213,5.3,13.2,34.9,11.4,8.2,14.8,12.2
"State College, PA Metro Area",310M500US44300,44300,161960,6379,17967,51786,18036,17790,27696,22306,3.9,11.1,32.0,11.1,11.0,17.1,13.8
"Statesboro, GA Micro Area",310M500US44340,44340,76120,4324,10892,24143,9259,7495,11528,8479,5.7,14.3,31.7,12.2,9.8,15.1,11.1
"Staunton, VA Metro Area",310M500US44420,44420,121651,6268,17890,17241,14046,15663,26145,24398,5.2,14.7,14.2,11.5,12.9,21.5,20.1
"Steamboat Springs, CO Micro Area",310M500US44460,44460,25072,1100,3499,3787,4072,3337,5613,3664,4.4,14.0,15.1,16.2,13.3,22.4,14.6
"Stephenville, TX Micro Area",310M500US44500,44500,41841,2575,6176,11926,4814,3811,6664,5875,6.2,14.8,28.5,11.5,9.1,15.9,14.0
"Sterling, CO Micro Area",310M500US44540,44540,22380,1650,2948,4196,2894,2549,4305,3838,7.4,13.2,18.7,12.9,11.4,19.2,17.1
"Sterling, IL Micro Area",310M500US44580,44580,56016,3187,9289,7484,5644,7061,11980,11371,5.7,16.6,13.4,10.1,12.6,21.4,20.3
"Stevens Point, WI Micro Area",310M500US44620,44620,70632,3472,10221,15992,7627,7954,14015,11351,4.9,14.5,22.6,10.8,11.3,19.8,16.1
"Stillwater, OK Micro Area",310M500US44660,44660,81815,4355,11298,28433,9086,7415,11166,10062,5.3,13.8,34.8,11.1,9.1,13.6,12.3
"Stockton, CA Metro Area",310M500US44700,44700,742603,52388,150313,125744,98768,93996,128313,93081,7.1,20.2,16.9,13.3,12.7,17.3,12.5
"Storm Lake, IA Micro Area",310M500US44740,44740,20058,1497,3697,3535,2573,1966,3763,3027,7.5,18.4,17.6,12.8,9.8,18.8,15.1
"Sturgis, MI Micro Area",310M500US44780,44780,60836,4033,10973,8597,7054,7056,12556,10567,6.6,18.0,14.1,11.6,11.6,20.6,17.4
"Sulphur Springs, TX Micro Area",310M500US44860,44860,36486,2311,6779,5067,4398,4284,6981,6666,6.3,18.6,13.9,12.1,11.7,19.1,18.3
"Summerville, GA Micro Area",310M500US44900,44900,24812,1436,4149,3886,3124,3052,4870,4295,5.8,16.7,15.7,12.6,12.3,19.6,17.3
"Sumter, SC Metro Area",310M500US44940,44940,140714,8732,23740,23938,16580,15475,27566,24683,6.2,16.9,17.0,11.8,11.0,19.6,17.5
"Sunbury, PA Micro Area",310M500US44980,44980,91761,4732,13291,12152,10861,11185,20398,19142,5.2,14.5,13.2,11.8,12.2,22.2,20.9
"Susanville, CA Micro Area",310M500US45000,45000,30818,1428,3174,7101,5363,3701,5672,4379,4.6,10.3,23.0,17.4,12.0,18.4,14.2
"Sweetwater, TX Micro Area",310M500US45020,45020,14904,1078,2794,2279,1675,1755,2693,2630,7.2,18.7,15.3,11.2,11.8,18.1,17.6
"Syracuse, NY Metro Area",310M500US45060,45060,652416,36192,101828,113154,77799,75635,139757,108051,5.5,15.6,17.3,11.9,11.6,21.4,16.6
"Tahlequah, OK Micro Area",310M500US45140,45140,48664,2891,7948,10379,5865,5105,8538,7938,5.9,16.3,21.3,12.1,10.5,17.5,16.3
"Talladega-Sylacauga, AL Micro Area",310M500US45180,45180,80387,4266,12991,12364,9288,10650,16776,14052,5.3,16.2,15.4,11.6,13.2,20.9,17.5
"Tallahassee, FL Metro Area",310M500US45220,45220,382197,19871,53556,99565,47020,41910,66974,53301,5.2,14.0,26.1,12.3,11.0,17.5,13.9
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M500US45300,45300,3097859,166133,453003,453373,395864,390975,636108,602403,5.4,14.6,14.6,12.8,12.6,20.5,19.4
"Taos, NM Micro Area",310M500US45340,45340,32786,1463,4452,3842,3469,3693,7587,8280,4.5,13.6,11.7,10.6,11.3,23.1,25.3
"Taylorville, IL Micro Area",310M500US45380,45380,32931,1729,5017,4457,4163,3939,7252,6374,5.3,15.2,13.5,12.6,12.0,22.0,19.4
"Terre Haute, IN Metro Area",310M500US45460,45460,186908,10742,28477,34683,22647,22178,36514,31667,5.7,15.2,18.6,12.1,11.9,19.5,16.9
"Texarkana, TX-AR Metro Area",310M500US45500,45500,149292,9450,25804,22610,19070,18691,28716,24951,6.3,17.3,15.1,12.8,12.5,19.2,16.7
"The Dalles, OR Micro Area",310M500US45520,45520,26130,1654,4214,3704,3209,2855,5221,5273,6.3,16.1,14.2,12.3,10.9,20.0,20.2
"The Villages, FL Metro Area",310M500US45540,45540,125044,2280,6810,7142,7414,7884,22596,70918,1.8,5.4,5.7,5.9,6.3,18.1,56.7
"Thomaston, GA Micro Area",310M500US45580,45580,26236,1768,4340,3802,2626,3419,5562,4719,6.7,16.5,14.5,10.0,13.0,21.2,18.0
"Thomasville, GA Micro Area",310M500US45620,45620,44630,2816,7833,6308,5149,5532,9140,7852,6.3,17.6,14.1,11.5,12.4,20.5,17.6
"Tiffin, OH Micro Area",310M500US45660,45660,55351,2975,9213,9224,6293,6387,11584,9675,5.4,16.6,16.7,11.4,11.5,20.9,17.5
"Tifton, GA Micro Area",310M500US45700,45700,40541,2826,7251,7300,4905,5107,7293,5859,7.0,17.9,18.0,12.1,12.6,18.0,14.5
"Toccoa, GA Micro Area",310M500US45740,45740,25750,1697,4062,4146,2449,3314,5001,5081,6.6,15.8,16.1,9.5,12.9,19.4,19.7
"Toledo, OH Metro Area",310M500US45780,45780,644137,38739,105008,113449,77743,74768,129683,104747,6.0,16.3,17.6,12.1,11.6,20.1,16.3
"Topeka, KS Metro Area",310M500US45820,45820,232778,14371,40963,32769,28562,25968,48410,41735,6.2,17.6,14.1,12.3,11.2,20.8,17.9
"Torrington, CT Micro Area",310M500US45860,45860,182002,7453,26237,22970,18889,22555,46441,37457,4.1,14.4,12.6,10.4,12.4,25.5,20.6
"Traverse City, MI Micro Area",310M500US45900,45900,149033,7407,21827,19133,17210,16938,34305,32213,5.0,14.6,12.8,11.5,11.4,23.0,21.6
"Trenton-Princeton, NJ Metro Area",310M500US45940,45940,367922,20876,57828,65051,46055,48954,74217,54941,5.7,15.7,17.7,12.5,13.3,20.2,14.9
"Troy, AL Micro Area",310M500US45980,45980,33333,1826,4644,9922,3359,3151,5485,4946,5.5,13.9,29.8,10.1,9.5,16.5,14.8
"Truckee-Grass Valley, CA Micro Area",310M500US46020,46020,99244,4177,12922,10683,10776,10615,23817,26254,4.2,13.0,10.8,10.9,10.7,24.0,26.5
"Tucson, AZ Metro Area",310M500US46060,46060,1027207,58325,158808,191333,122368,112103,186909,197361,5.7,15.5,18.6,11.9,10.9,18.2,19.2
"Tullahoma-Manchester, TN Micro Area",310M500US46100,46100,103312,5948,17043,15864,11607,12684,21266,18900,5.8,16.5,15.4,11.2,12.3,20.6,18.3
"Tulsa, OK Metro Area",310M500US46140,46140,990544,66700,178629,155988,131610,121401,186834,149382,6.7,18.0,15.7,13.3,12.3,18.9,15.1
"Tupelo, MS Micro Area",310M500US46180,46180,165407,10818,30052,25905,20063,21356,31693,25520,6.5,18.2,15.7,12.1,12.9,19.2,15.4
"Tuscaloosa, AL Metro Area",310M500US46220,46220,250681,15021,37966,58410,31589,28010,44723,34962,6.0,15.1,23.3,12.6,11.2,17.8,13.9
"Twin Falls, ID Metro Area",310M500US46300,46300,108599,8305,22546,16726,14520,12374,18350,15778,7.6,20.8,15.4,13.4,11.4,16.9,14.5
"Tyler, TX Metro Area",310M500US46340,46340,227449,15529,40483,38658,28780,26270,40885,36844,6.8,17.8,17.0,12.7,11.5,18.0,16.2
"Ukiah, CA Micro Area",310M500US46380,46380,87224,5076,13626,11303,10514,9811,18362,18532,5.8,15.6,13.0,12.1,11.2,21.1,21.2
"Union, SC Micro Area",310M500US46420,46420,27490,1545,4354,3775,2752,3544,6126,5394,5.6,15.8,13.7,10.0,12.9,22.3,19.6
"Union City, TN Micro Area",310M500US46460,46460,30365,1726,4934,4144,3253,3915,6369,6024,5.7,16.2,13.6,10.7,12.9,21.0,19.8
"Urbana, OH Micro Area",310M500US46500,46500,38845,2082,6639,5563,4229,4944,8357,7031,5.4,17.1,14.3,10.9,12.7,21.5,18.1
"Urban Honolulu, HI Metro Area",310M500US46520,46520,984821,62695,146528,172226,137232,119013,176758,170369,6.4,14.9,17.5,13.9,12.1,17.9,17.3
"Utica-Rome, NY Metro Area",310M500US46540,46540,292016,16181,45614,45548,33133,34739,62043,54758,5.5,15.6,15.6,11.3,11.9,21.2,18.8
"Uvalde, TX Micro Area",310M500US46620,46620,26920,1976,5321,4662,3112,3133,4222,4494,7.3,19.8,17.3,11.6,11.6,15.7,16.7
"Valdosta, GA Metro Area",310M500US46660,46660,145315,10067,24568,33542,18221,16221,23974,18722,6.9,16.9,23.1,12.5,11.2,16.5,12.9
"Vallejo, CA Metro Area",310M500US46700,46700,441829,26798,72041,72440,60555,53413,89273,67309,6.1,16.3,16.4,13.7,12.1,20.2,15.2
"Van Wert, OH Micro Area",310M500US46780,46780,28261,1736,4884,3895,3165,3333,6018,5230,6.1,17.3,13.8,11.2,11.8,21.3,18.5
"Vermillion, SD Micro Area",310M500US46820,46820,13957,717,1641,5701,1231,1125,1888,1654,5.1,11.8,40.8,8.8,8.1,13.5,11.9
"Vernal, UT Micro Area",310M500US46860,46860,36084,3187,8856,5543,5498,4204,5124,3672,8.8,24.5,15.4,15.2,11.7,14.2,10.2
"Vernon, TX Micro Area",310M500US46900,46900,12833,701,2175,1937,1694,1387,2571,2368,5.5,16.9,15.1,13.2,10.8,20.0,18.5
"Vicksburg, MS Micro Area",310M500US46980,46980,46519,2943,8238,6864,5782,5476,9746,7470,6.3,17.7,14.8,12.4,11.8,21.0,16.1
"Victoria, TX Metro Area",310M500US47020,47020,99674,6783,18339,16065,12838,10977,18441,16231,6.8,18.4,16.1,12.9,11.0,18.5,16.3
"Vidalia, GA Micro Area",310M500US47080,47080,36030,2408,6628,5604,4404,4347,6780,5859,6.7,18.4,15.6,12.2,12.1,18.8,16.3
"Vincennes, IN Micro Area",310M500US47180,47180,37065,2184,5761,6735,4860,3638,7393,6494,5.9,15.5,18.2,13.1,9.8,19.9,17.5
"Vineland-Bridgeton, NJ Metro Area",310M500US47220,47220,151906,9665,26508,23652,21148,19790,28467,22676,6.4,17.5,15.6,13.9,13.0,18.7,14.9
"Vineyard Haven, MA Micro Area",310M500US47240,47240,17312,636,2571,2127,1729,2147,4069,4033,3.7,14.9,12.3,10.0,12.4,23.5,23.3
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M500US47260,47260,1761729,110596,278414,331938,243930,206201,338091,252559,6.3,15.8,18.8,13.8,11.7,19.2,14.3
"Visalia, CA Metro Area",310M500US47300,47300,461898,37791,105367,81062,62341,53214,70592,51531,8.2,22.8,17.5,13.5,11.5,15.3,11.2
"Wabash, IN Micro Area",310M500US47340,47340,31389,1591,4916,4972,3273,3714,6522,6401,5.1,15.7,15.8,10.4,11.8,20.8,20.4
"Waco, TX Metro Area",310M500US47380,47380,268361,18607,47185,56216,33147,29000,45609,38597,6.9,17.6,20.9,12.4,10.8,17.0,14.4
"Wahpeton, ND-MN Micro Area",310M500US47420,47420,22545,1277,3638,3936,2600,2246,4862,3986,5.7,16.1,17.5,11.5,10.0,21.6,17.7
"Walla Walla, WA Metro Area",310M500US47460,47460,60365,3330,9437,11834,7214,6606,11308,10636,5.5,15.6,19.6,12.0,10.9,18.7,17.6
"Wapakoneta, OH Micro Area",310M500US47540,47540,45729,2864,8197,6274,5037,5405,9766,8186,6.3,17.9,13.7,11.0,11.8,21.4,17.9
"Warner Robins, GA Metro Area",310M500US47580,47580,180652,11775,33363,30433,25387,22048,34376,23270,6.5,18.5,16.8,14.1,12.2,19.0,12.9
"Warren, PA Micro Area",310M500US47620,47620,39756,1987,5753,4846,3858,4842,9588,8882,5.0,14.5,12.2,9.7,12.2,24.1,22.3
"Kingsport-Bristol, TN-VA Metro Area",310M500US28700,28700,306546,14562,45010,40768,32922,39796,67485,66003,4.8,14.7,13.3,10.7,13.0,22.0,21.5
"Kingston, NY Metro Area",310M500US28740,28740,178665,7856,24069,28103,21360,21867,41156,34254,4.4,13.5,15.7,12.0,12.2,23.0,19.2
"Kingsville, TX Micro Area",310M500US28780,28780,31542,2225,5466,8759,3658,3087,4173,4174,7.1,17.3,27.8,11.6,9.8,13.2,13.2
"Kinston, NC Micro Area",310M500US28820,28820,56756,3245,9536,7751,6092,6589,12459,11084,5.7,16.8,13.7,10.7,11.6,22.0,19.5
"Kirksville, MO Micro Area",310M500US28860,28860,29924,1674,4251,9187,2832,2623,4824,4533,5.6,14.2,30.7,9.5,8.8,16.1,15.1
"Klamath Falls, OR Micro Area",310M500US28900,28900,66921,4101,10423,9855,7258,7772,13663,13849,6.1,15.6,14.7,10.8,11.6,20.4,20.7
"Knoxville, TN Metro Area",310M500US28940,28940,853337,46488,130561,140619,104234,105915,172630,152890,5.4,15.3,16.5,12.2,12.4,20.2,17.9
"Kalamazoo-Portage, MI Metro Area",310M500US28020,28020,262745,15864,41199,59985,31166,30231,45945,38355,6.0,15.7,22.8,11.9,11.5,17.5,14.6
"Kalispell, MT Micro Area",310M500US28060,28060,99899,5698,16324,12790,12456,11810,22138,18683,5.7,16.3,12.8,12.5,11.8,22.2,18.7
"Kankakee, IL Metro Area",310M500US28100,28100,110637,6533,18976,19312,13304,12904,21600,18008,5.9,17.2,17.5,12.0,11.7,19.5,16.3
