,CBSA,GEOID,total,mtotal,ftotal,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,Area,ID,CBSAFIPS
758,"Lock Haven, PA Micro Area",310M500US30820,38915,19261,19654,3005,2794,5799,4119,4025,8144,2065,1918,3983,2040,2217,4257,3743,3791,7534,3255,3866,7121,7.7,7.2,14.9,10.6,10.3,20.9,5.3,4.9,10.2,5.2,5.7,10.9,9.6,9.7,19.4,8.4,9.9,18.3,Lock Haven, PA,Micro Area,30820,30820
759,"Logan, UT-ID Metro Area",310M500US30860,137629,69097,68532,15613,14860,30473,17708,17607,35315,8536,8287,16823,6743,6635,13378,8204,8430,16634,6246,6952,13198,11.3,10.8,22.1,12.9,12.8,25.7,6.2,6.0,12.2,4.9,4.8,9.7,6.0,6.1,12.1,4.5,5.1,9.6,Logan, UT,ID Metro Area,30860,30860
760,"Logansport, IN Micro Area",310M500US30900,37880,19019,18861,3364,3112,6476,2882,2619,5501,2245,1993,4238,2455,2352,4807,3954,3973,7927,2902,3692,6594,8.9,8.2,17.1,7.6,6.9,14.5,5.9,5.3,11.2,6.5,6.2,12.7,10.4,10.5,20.9,7.7,9.7,17.4,Logansport, IN,Micro Area,30900,30900
761,"London, KY Micro Area",310M500US30940,148221,73216,75005,12900,12163,25063,12043,11153,23196,9121,8740,17861,9715,9732,19447,14009,15256,29265,10573,13192,23765,8.7,8.2,16.9,8.1,7.5,15.6,6.2,5.9,12.1,6.6,6.6,13.1,9.5,10.3,19.7,7.1,8.9,16.0,London, KY,Micro Area,30940,30940
762,"Longview, TX Metro Area",310M500US30980,284796,141196,143600,26652,25319,51971,23309,20783,44092,18031,17664,35695,17185,17098,34283,26603,27563,54166,20213,25549,45762,9.4,8.9,18.2,8.2,7.3,15.5,6.3,6.2,12.5,6.0,6.0,12.0,9.3,9.7,19.0,7.1,9.0,16.1,Longview, TX,Metro Area,30980,30980
763,"Longview, WA Metro Area",310M500US31020,106778,52844,53934,9088,8933,18021,7452,7385,14837,6422,6048,12470,6262,6595,12857,11006,11070,22076,9392,10690,20082,8.5,8.4,16.9,7.0,6.9,13.9,6.0,5.7,11.7,5.9,6.2,12.0,10.3,10.4,20.7,8.8,10.0,18.8,Longview, WA,Metro Area,31020,31020
764,"Los Alamos, NM Micro Area",310M500US31060,18625,9463,9162,1650,1583,3233,1006,952,1958,1445,1165,2610,1093,1200,2293,2141,2117,4258,1554,1706,3260,8.9,8.5,17.4,5.4,5.1,10.5,7.8,6.3,14.0,5.9,6.4,12.3,11.5,11.4,22.9,8.3,9.2,17.5,Los Alamos, NM,Micro Area,31060,31060
765,"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M500US31080,13249614,6533214,6716400,1083563,1036397,2119960,1199380,1163023,2362403,966882,939117,1905999,886151,905241,1791392,1207861,1271608,2479469,779585,1011498,1791083,8.2,7.8,16.0,9.1,8.8,17.8,7.3,7.1,14.4,6.7,6.8,13.5,9.1,9.6,18.7,5.9,7.6,13.5,Los Angeles-Long Beach-Anaheim, CA,Metro Area,31080,31080
766,"Louisville/Jefferson County, KY-IN Metro Area",310M500US31140,1257088,613822,643266,106005,101280,207285,98219,96822,195041,82618,83019,165637,79744,81521,161265,123127,132354,255481,84768,110770,195538,8.4,8.1,16.5,7.8,7.7,15.5,6.6,6.6,13.2,6.3,6.5,12.8,9.8,10.5,20.3,6.7,8.8,15.6,Louisville/Jefferson County, KY,IN Metro Area,31140,31140
767,"Lubbock, TX Metro Area",310M500US31180,316474,156217,160257,27893,27099,54992,39785,37639,77424,21211,20154,41365,15757,17069,32826,23734,25758,49492,17029,22131,39160,8.8,8.6,17.4,12.6,11.9,24.5,6.7,6.4,13.1,5.0,5.4,10.4,7.5,8.1,15.6,5.4,7.0,12.4,Lubbock, TX,Metro Area,31180,31180
768,"Ludington, MI Micro Area",310M500US31220,28954,14333,14621,2273,2159,4432,1915,1669,3584,1415,1503,2918,1583,1563,3146,3291,3404,6695,3132,3549,6681,7.9,7.5,15.3,6.6,5.8,12.4,4.9,5.2,10.1,5.5,5.4,10.9,11.4,11.8,23.1,10.8,12.3,23.1,Ludington, MI,Micro Area,31220,31220
769,"Lufkin, TX Micro Area",310M500US31260,87322,42606,44716,8280,8259,16539,6701,6793,13494,5011,5070,10081,5370,5774,11144,8134,8174,16308,6113,7734,13847,9.5,9.5,18.9,7.7,7.8,15.5,5.7,5.8,11.5,6.1,6.6,12.8,9.3,9.4,18.7,7.0,8.9,15.9,Lufkin, TX,Micro Area,31260,31260
770,"Lumberton, NC Micro Area",310M500US31300,132596,63995,68601,12439,12019,24458,11387,11284,22671,7385,8316,15701,7962,8460,16422,11806,13079,24885,8425,11087,19512,9.4,9.1,18.4,8.6,8.5,17.1,5.6,6.3,11.8,6.0,6.4,12.4,8.9,9.9,18.8,6.4,8.4,14.7,Lumberton, NC,Micro Area,31300,31300
771,"Lynchburg, VA Metro Area",310M500US31340,261652,125791,135861,18939,18933,37872,25218,26381,51599,13253,14262,27515,14492,14701,29193,25461,27736,53197,21303,26932,48235,7.2,7.2,14.5,9.6,10.1,19.7,5.1,5.5,10.5,5.5,5.6,11.2,9.7,10.6,20.3,8.1,10.3,18.4,Lynchburg, VA,Metro Area,31340,31340
772,"Macomb, IL Micro Area",310M500US31380,30479,14845,15634,2035,1827,3862,4532,4453,8985,1549,1590,3139,1293,1392,2685,2486,2727,5213,2277,2957,5234,6.7,6.0,12.7,14.9,14.6,29.5,5.1,5.2,10.3,4.2,4.6,8.8,8.2,8.9,17.1,7.5,9.7,17.2,Macomb, IL,Micro Area,31380,31380
773,"Macon-Bibb County, GA Metro Area",310M500US31420,229504,109751,119753,20435,19303,39738,18250,19135,37385,12815,14668,27483,13523,13953,27476,21621,24252,45873,15769,21363,37132,8.9,8.4,17.3,8.0,8.3,16.3,5.6,6.4,12.0,5.9,6.1,12.0,9.4,10.6,20.0,6.9,9.3,16.2,Macon-Bibb County, GA,Metro Area,31420,31420
774,"Madera, CA Metro Area",310M500US31460,155433,74972,80461,15815,15427,31242,12753,13451,26204,9176,10834,20010,8806,9979,18785,12307,13843,26150,10203,11228,21431,10.2,9.9,20.1,8.2,8.7,16.9,5.9,7.0,12.9,5.7,6.4,12.1,7.9,8.9,16.8,6.6,7.2,13.8,Madera, CA,Metro Area,31460,31460
775,"Madison, IN Micro Area",310M500US31500,32201,15332,16869,2291,2318,4609,2403,2814,5217,2079,1902,3981,1656,2149,3805,3368,3606,6974,2488,3102,5590,7.1,7.2,14.3,7.5,8.7,16.2,6.5,5.9,12.4,5.1,6.7,11.8,10.5,11.2,21.7,7.7,9.6,17.4,Madison, IN,Micro Area,31500,31500
776,"Madison, WI Metro Area",310M500US31540,653725,325952,327773,50914,48462,99376,67365,64043,131408,47542,45342,92884,39931,38991,78922,59854,62523,122377,41441,50440,91881,7.8,7.4,15.2,10.3,9.8,20.1,7.3,6.9,14.2,6.1,6.0,12.1,9.2,9.6,18.7,6.3,7.7,14.1,Madison, WI,Metro Area,31540,31540
777,"Madisonville, KY Micro Area",310M500US31580,45331,22126,23205,4098,3652,7750,3116,3060,6176,2692,2533,5225,2707,3063,5770,4598,4985,9583,3559,4598,8157,9.0,8.1,17.1,6.9,6.8,13.6,5.9,5.6,11.5,6.0,6.8,12.7,10.1,11.0,21.1,7.9,10.1,18.0,Madisonville, KY,Micro Area,31580,31580
778,"Magnolia, AR Micro Area",310M500US31620,23776,11407,12369,1867,1699,3566,2705,2816,5521,1054,1536,2590,1222,1142,2364,2062,2163,4225,1739,2326,4065,7.9,7.1,15.0,11.4,11.8,23.2,4.4,6.5,10.9,5.1,4.8,9.9,8.7,9.1,17.8,7.3,9.8,17.1,Magnolia, AR,Micro Area,31620,31620
779,"Malone, NY Micro Area",310M500US31660,50477,27483,22994,3870,3705,7575,5804,3192,8996,3822,2467,6289,3249,2822,6071,5519,5177,10696,3944,4421,8365,7.7,7.3,15.0,11.5,6.3,17.8,7.6,4.9,12.5,6.4,5.6,12.0,10.9,10.3,21.2,7.8,8.8,16.6,Malone, NY,Micro Area,31660,31660
780,"Malvern, AR Micro Area",310M500US31680,33597,17484,16113,2811,2452,5263,2699,2166,4865,2433,1955,4388,2239,1935,4174,3534,3454,6988,2831,3457,6288,8.4,7.3,15.7,8.0,6.4,14.5,7.2,5.8,13.1,6.7,5.8,12.4,10.5,10.3,20.8,8.4,10.3,18.7,Malvern, AR,Micro Area,31680,31680
781,"Manchester-Nashua, NH Metro Area",310M500US31700,413035,205394,207641,32709,31189,63898,33424,31133,64557,26605,26351,52956,27175,26976,54151,46181,46724,92905,28170,34732,62902,7.9,7.6,15.5,8.1,7.5,15.6,6.4,6.4,12.8,6.6,6.5,13.1,11.2,11.3,22.5,6.8,8.4,15.2,Manchester-Nashua, NH,Metro Area,31700,31700
782,"Manhattan, KS Metro Area",310M500US31740,132928,69854,63074,10054,9738,19792,25788,19172,44960,9867,8817,18684,5546,5235,10781,7683,8030,15713,5788,7032,12820,7.6,7.3,14.9,19.4,14.4,33.8,7.4,6.6,14.1,4.2,3.9,8.1,5.8,6.0,11.8,4.4,5.3,9.6,Manhattan, KS,Metro Area,31740,31740
783,"Manitowoc, WI Micro Area",310M500US31820,79185,39500,39685,6325,5979,12304,5101,4871,9972,4562,4239,8801,4778,4583,9361,9501,9406,18907,7110,8611,15721,8.0,7.6,15.5,6.4,6.2,12.6,5.8,5.4,11.1,6.0,5.8,11.8,12.0,11.9,23.9,9.0,10.9,19.9,Manitowoc, WI,Micro Area,31820,31820
784,"Mankato, MN Metro Area",310M500US31860,100749,50474,50275,7559,7474,15033,13278,12686,25964,6528,6116,12644,5241,4895,10136,8490,8588,17078,6473,7775,14248,7.5,7.4,14.9,13.2,12.6,25.8,6.5,6.1,12.6,5.2,4.9,10.1,8.4,8.5,17.0,6.4,7.7,14.1,Mankato, MN,Metro Area,31860,31860
785,"Mansfield, OH Metro Area",310M500US31900,121100,61468,59632,9902,9434,19336,10130,7860,17990,8141,6458,14599,7597,6798,14395,12219,12404,24623,9981,13250,23231,8.2,7.8,16.0,8.4,6.5,14.9,6.7,5.3,12.1,6.3,5.6,11.9,10.1,10.2,20.3,8.2,10.9,19.2,Mansfield, OH,Metro Area,31900,31900
786,"Marietta, OH Micro Area",310M500US31930,60426,29883,30543,4561,4366,8927,4624,4159,8783,3630,3332,6962,3270,3643,6913,6762,6742,13504,5495,6881,12376,7.5,7.2,14.8,7.7,6.9,14.5,6.0,5.5,11.5,5.4,6.0,11.4,11.2,11.2,22.3,9.1,11.4,20.5,Marietta, OH,Micro Area,31930,31930
787,"Marinette, WI-MI Micro Area",310M500US31940,63465,32016,31449,4700,4406,9106,3772,3488,7260,3472,3252,6724,3489,3302,6791,8062,7865,15927,7028,7798,14826,7.4,6.9,14.3,5.9,5.5,11.4,5.5,5.1,10.6,5.5,5.2,10.7,12.7,12.4,25.1,11.1,12.3,23.4,Marinette, WI,MI Micro Area,31940,31940
788,"Marion, IN Micro Area",310M500US31980,66452,31695,34757,5092,5018,10110,5823,6597,12420,3196,3605,6801,3611,3631,7242,6720,7056,13776,5401,7005,12406,7.7,7.6,15.2,8.8,9.9,18.7,4.8,5.4,10.2,5.4,5.5,10.9,10.1,10.6,20.7,8.1,10.5,18.7,Marion, IN,Micro Area,31980,31980
789,"McAllen-Edinburg-Mission, TX Metro Area",310M500US32580,855176,418867,436309,103249,99886,203135,77906,76370,154276,53230,55521,108751,50402,54195,104597,52886,60200,113086,41071,51657,92728,12.1,11.7,23.8,9.1,8.9,18.0,6.2,6.5,12.7,5.9,6.3,12.2,6.2,7.0,13.2,4.8,6.0,10.8,McAllen-Edinburg-Mission, TX,Metro Area,32580,32580
790,"McComb, MS Micro Area",310M500US32620,39532,18741,20791,3892,3813,7705,3044,3092,6136,2023,2575,4598,2119,2262,4381,3495,3951,7446,2774,3797,6571,9.8,9.6,19.5,7.7,7.8,15.5,5.1,6.5,11.6,5.4,5.7,11.1,8.8,10.0,18.8,7.0,9.6,16.6,McComb, MS,Micro Area,32620,32620
791,"McMinnville, TN Micro Area",310M500US32660,40702,20242,20460,3749,3435,7184,2876,2673,5549,2537,2621,5158,2610,2509,5119,4090,4167,8257,3113,3878,6991,9.2,8.4,17.7,7.1,6.6,13.6,6.2,6.4,12.7,6.4,6.2,12.6,10.0,10.2,20.3,7.6,9.5,17.2,McMinnville, TN,Micro Area,32660,32660
792,"McPherson, KS Micro Area",310M500US32700,28567,14070,14497,2443,2463,4906,2284,1995,4279,1557,1640,3197,1568,1533,3101,3005,2897,5902,2428,3145,5573,8.6,8.6,17.2,8.0,7.0,15.0,5.5,5.7,11.2,5.5,5.4,10.9,10.5,10.1,20.7,8.5,11.0,19.5,McPherson, KS,Micro Area,32700,32700
793,"Meadville, PA Micro Area",310M500US32740,85665,41716,43949,6851,6398,13249,6289,6555,12844,4465,4502,8967,4709,5410,10119,9128,9530,18658,7943,9197,17140,8.0,7.5,15.5,7.3,7.7,15.0,5.2,5.3,10.5,5.5,6.3,11.8,10.7,11.1,21.8,9.3,10.7,20.0,Meadville, PA,Micro Area,32740,32740
794,"Medford, OR Metro Area",310M500US32780,216574,105742,110832,16718,16180,32898,15334,15175,30509,13200,13851,27051,11958,11891,23849,20896,22805,43701,21443,25212,46655,7.7,7.5,15.2,7.1,7.0,14.1,6.1,6.4,12.5,5.5,5.5,11.0,9.6,10.5,20.2,9.9,11.6,21.5,Medford, OR,Metro Area,32780,32780
795,"Memphis, TN-MS-AR Metro Area",310M500US32820,1339623,640257,699366,123610,120039,243649,110431,112782,223213,83271,93453,176724,80723,87955,168678,119353,135936,255289,76510,104214,180724,9.2,9.0,18.2,8.2,8.4,16.7,6.2,7.0,13.2,6.0,6.6,12.6,8.9,10.1,19.1,5.7,7.8,13.5,Memphis, TN,MS-AR Metro Area,32820,32820
796,"Menomonie, WI Micro Area",310M500US32860,44759,22476,22283,3378,3146,6524,5662,5433,11095,2652,2413,5065,2383,2401,4784,4066,4062,8128,3107,3718,6825,7.5,7.0,14.6,12.6,12.1,24.8,5.9,5.4,11.3,5.3,5.4,10.7,9.1,9.1,18.2,6.9,8.3,15.2,Menomonie, WI,Micro Area,32860,32860
797,"Merced, CA Metro Area",310M500US32900,271382,136987,134395,30248,28900,59148,26715,24615,51330,18128,17379,35507,16203,15734,31937,21031,21162,42193,13682,16274,29956,11.1,10.6,21.8,9.8,9.1,18.9,6.7,6.4,13.1,6.0,5.8,11.8,7.7,7.8,15.5,5.0,6.0,11.0,Merced, CA,Metro Area,32900,32900
798,"Meridian, MS Micro Area",310M500US32940,101992,49544,52448,8977,8438,17415,8422,7943,16365,6159,6199,12358,5868,6220,12088,9384,10605,19989,7652,10081,17733,8.8,8.3,17.1,8.3,7.8,16.0,6.0,6.1,12.1,5.8,6.1,11.9,9.2,10.4,19.6,7.5,9.9,17.4,Meridian, MS,Micro Area,32940,32940
799,"Marion, NC Micro Area",310M500US32000,45227,22752,22475,4046,3167,7213,3151,2841,5992,2608,2426,5034,3076,2931,6007,4709,5236,9945,4097,4894,8991,8.9,7.0,15.9,7.0,6.3,13.2,5.8,5.4,11.1,6.8,6.5,13.3,10.4,11.6,22.0,9.1,10.8,19.9,Marion, NC,Micro Area,32000,32000
800,"Marion, OH Micro Area",310M500US32020,65299,34643,30656,5129,4803,9932,5569,4188,9757,4888,3420,8308,4826,3617,8443,7251,6527,13778,5074,6192,11266,7.9,7.4,15.2,8.5,6.4,14.9,7.5,5.2,12.7,7.4,5.5,12.9,11.1,10.0,21.1,7.8,9.5,17.3,Marion, OH,Micro Area,32020,32020
801,"Marquette, MI Micro Area",310M500US32100,66686,33610,33076,4562,4267,8829,7127,7074,14201,4141,3811,7952,3476,3201,6677,6811,6739,13550,5930,6359,12289,6.8,6.4,13.2,10.7,10.6,21.3,6.2,5.7,11.9,5.2,4.8,10.0,10.2,10.1,20.3,8.9,9.5,18.4,Marquette, MI,Micro Area,32100,32100
802,"Marshall, MN Micro Area",310M500US32140,25758,12830,12928,2428,2262,4690,2206,2140,4346,1675,1556,3231,1458,1409,2867,2328,2444,4772,1760,2226,3986,9.4,8.8,18.2,8.6,8.3,16.9,6.5,6.0,12.5,5.7,5.5,11.1,9.0,9.5,18.5,6.8,8.6,15.5,Marshall, MN,Micro Area,32140,32140
803,"Marshall, MO Micro Area",310M500US32180,22976,11569,11407,2012,1860,3872,2125,1799,3924,1390,1441,2831,1317,1091,2408,2203,2155,4358,1800,2344,4144,8.8,8.1,16.9,9.2,7.8,17.1,6.0,6.3,12.3,5.7,4.7,10.5,9.6,9.4,19.0,7.8,10.2,18.0,Marshall, MO,Micro Area,32180,32180
804,"Marshalltown, IA Micro Area",310M500US32260,39964,20308,19656,3875,3530,7405,3073,2565,5638,2397,2439,4836,2316,2029,4345,4030,3982,8012,3218,3851,7069,9.7,8.8,18.5,7.7,6.4,14.1,6.0,6.1,12.1,5.8,5.1,10.9,10.1,10.0,20.0,8.1,9.6,17.7,Marshalltown, IA,Micro Area,32260,32260
805,"Martin, TN Micro Area",310M500US32280,33510,16406,17104,2477,2285,4762,3801,3747,7548,1524,1628,3152,1962,1963,3925,3146,3221,6367,2599,3438,6037,7.4,6.8,14.2,11.3,11.2,22.5,4.5,4.9,9.4,5.9,5.9,11.7,9.4,9.6,19.0,7.8,10.3,18.0,Martin, TN,Micro Area,32280,32280
806,"Martinsville, VA Micro Area",310M500US32300,64160,30524,33636,4990,4653,9643,3986,4042,8028,3305,3404,6709,3336,3792,7128,7018,7683,14701,6204,8297,14501,7.8,7.3,15.0,6.2,6.3,12.5,5.2,5.3,10.5,5.2,5.9,11.1,10.9,12.0,22.9,9.7,12.9,22.6,Martinsville, VA,Micro Area,32300,32300
807,"Maryville, MO Micro Area",310M500US32340,22359,11102,11257,1284,1262,2546,3807,3856,7663,1132,951,2083,1127,1054,2181,1755,1790,3545,1476,1840,3316,5.7,5.6,11.4,17.0,17.2,34.3,5.1,4.3,9.3,5.0,4.7,9.8,7.8,8.0,15.9,6.6,8.2,14.8,Maryville, MO,Micro Area,32340,32340
808,"Mason City, IA Micro Area",310M500US32380,50279,24660,25619,3955,3701,7656,3602,3415,7017,2973,2490,5463,2676,2887,5563,5509,5807,11316,4583,5963,10546,7.9,7.4,15.2,7.2,6.8,14.0,5.9,5.0,10.9,5.3,5.7,11.1,11.0,11.5,22.5,9.1,11.9,21.0,Mason City, IA,Micro Area,32380,32380
809,"Mayagüez, PR Metro Area",310M500US32420,99545,47398,52147,7248,6729,13977,10275,9388,19663,4842,5034,9876,5125,5626,10751,8297,9820,18117,9787,13689,23476,7.3,6.8,14.0,10.3,9.4,19.8,4.9,5.1,9.9,5.1,5.7,10.8,8.3,9.9,18.2,9.8,13.8,23.6,Mayagüez, PR,Metro Area,32420,32420
810,"Mayfield, KY Micro Area",310M500US32460,37248,18338,18910,3641,3127,6768,2709,2702,5411,2074,2267,4341,2194,2044,4238,3652,3831,7483,2999,3790,6789,9.8,8.4,18.2,7.3,7.3,14.5,5.6,6.1,11.7,5.9,5.5,11.4,9.8,10.3,20.1,8.1,10.2,18.2,Mayfield, KY,Micro Area,32460,32460
811,"Maysville, KY Micro Area",310M500US32500,17112,8490,8622,1562,1290,2852,1338,1141,2479,997,1053,2050,1027,1018,2045,1774,1899,3673,1278,1711,2989,9.1,7.5,16.7,7.8,6.7,14.5,5.8,6.2,12.0,6.0,5.9,12.0,10.4,11.1,21.5,7.5,10.0,17.5,Maysville, KY,Micro Area,32500,32500
812,"McAlester, OK Micro Area",310M500US32540,44146,22433,21713,3674,3537,7211,3446,2935,6381,3168,2501,5669,2614,2283,4897,4294,4484,8778,3915,4692,8607,8.3,8.0,16.3,7.8,6.6,14.5,7.2,5.7,12.8,5.9,5.2,11.1,9.7,10.2,19.9,8.9,10.6,19.5,McAlester, OK,Micro Area,32540,32540
813,"Mexico, MO Micro Area",310M500US33020,25644,11825,13819,2359,1971,4330,1571,2215,3786,1249,1947,3196,1475,1584,3059,2418,2816,5234,1888,2554,4442,9.2,7.7,16.9,6.1,8.6,14.8,4.9,7.6,12.5,5.8,6.2,11.9,9.4,11.0,20.4,7.4,10.0,17.3,Mexico, MO,Micro Area,33020,33020
814,"Miami, OK Micro Area",310M500US33060,31454,15456,15998,2961,2729,5690,2568,2487,5055,1637,1833,3470,1835,1717,3552,2803,3063,5866,2519,3143,5662,9.4,8.7,18.1,8.2,7.9,16.1,5.2,5.8,11.0,5.8,5.5,11.3,8.9,9.7,18.6,8.0,10.0,18.0,Miami, OK,Micro Area,33060,33060
815,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",310M500US33100,6090660,2959743,3130917,457501,442301,899802,463123,447473,910596,401365,399912,801277,406451,420521,826972,584259,631327,1215586,470614,620397,1091011,7.5,7.3,14.8,7.6,7.3,15.0,6.6,6.6,13.2,6.7,6.9,13.6,9.6,10.4,20.0,7.7,10.2,17.9,Miami-Fort Lauderdale-Pompano Beach, FL,Metro Area,33100,33100
816,"Michigan City-La Porte, IN Metro Area",310M500US33140,110154,56741,53413,8749,8515,17264,9402,7180,16582,8155,6084,14239,7007,6402,13409,11634,11411,23045,8493,10606,19099,7.9,7.7,15.7,8.5,6.5,15.1,7.4,5.5,12.9,6.4,5.8,12.2,10.6,10.4,20.9,7.7,9.6,17.3,Michigan City-La Porte, IN,Metro Area,33140,33140
817,"Middlesborough, KY Micro Area",310M500US33180,26791,13174,13617,2129,1967,4096,2034,1893,3927,1657,1585,3242,1565,1674,3239,2792,2913,5705,2167,2812,4979,7.9,7.3,15.3,7.6,7.1,14.7,6.2,5.9,12.1,5.8,6.2,12.1,10.4,10.9,21.3,8.1,10.5,18.6,Middlesborough, KY,Micro Area,33180,33180
818,"Midland, MI Metro Area",310M500US33220,83355,41012,42343,6773,6577,13350,6325,5888,12213,5035,4796,9831,5100,5286,10386,8726,9263,17989,6608,8383,14991,8.1,7.9,16.0,7.6,7.1,14.7,6.0,5.8,11.8,6.1,6.3,12.5,10.5,11.1,21.6,7.9,10.1,18.0,Midland, MI,Metro Area,33220,33220
819,"Midland, TX Metro Area",310M500US33260,173816,87984,85832,17633,16616,34249,16291,15093,31384,14137,13278,27415,10278,9209,19487,13777,14352,28129,7927,10011,17938,10.1,9.6,19.7,9.4,8.7,18.1,8.1,7.6,15.8,5.9,5.3,11.2,7.9,8.3,16.2,4.6,5.8,10.3,Midland, TX,Metro Area,33260,33260
820,"Milledgeville, GA Micro Area",310M500US33300,53626,27631,25995,3649,3492,7141,6828,6067,12895,3375,2818,6193,3033,2523,5556,5322,5108,10430,4112,4751,8863,6.8,6.5,13.3,12.7,11.3,24.0,6.3,5.3,11.5,5.7,4.7,10.4,9.9,9.5,19.4,7.7,8.9,16.5,Milledgeville, GA,Micro Area,33300,33300
821,"Milwaukee-Waukesha, WI Metro Area",310M500US33340,1575223,767950,807273,136162,131035,267197,126624,126443,253067,105096,107283,212379,92722,96996,189718,153263,162585,315848,104106,134839,238945,8.6,8.3,17.0,8.0,8.0,16.1,6.7,6.8,13.5,5.9,6.2,12.0,9.7,10.3,20.1,6.6,8.6,15.2,Milwaukee-Waukesha, WI,Metro Area,33340,33340
822,"Minden, LA Micro Area",310M500US33380,39242,19171,20071,3380,3129,6509,2952,2704,5656,2223,2454,4677,2198,2169,4367,3909,4189,8098,3286,4281,7567,8.6,8.0,16.6,7.5,6.9,14.4,5.7,6.3,11.9,5.6,5.5,11.1,10.0,10.7,20.6,8.4,10.9,19.3,Minden, LA,Micro Area,33380,33380
823,"Mineral Wells, TX Micro Area",310M500US33420,28540,14057,14483,2570,2380,4950,2052,1989,4041,1704,1705,3409,1380,1578,2958,2841,3057,5898,2582,2966,5548,9.0,8.3,17.3,7.2,7.0,14.2,6.0,6.0,11.9,4.8,5.5,10.4,10.0,10.7,20.7,9.0,10.4,19.4,Mineral Wells, TX,Micro Area,33420,33420
824,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M500US33460,3573609,1771443,1802166,315087,302369,617456,284186,276657,560843,262851,257133,519984,226614,226269,452883,348345,357833,706178,215492,268691,484183,8.8,8.5,17.3,8.0,7.7,15.7,7.4,7.2,14.6,6.3,6.3,12.7,9.7,10.0,19.8,6.0,7.5,13.5,Minneapolis-St. Paul-Bloomington, MN,WI Metro Area,33460,33460
825,"Minot, ND Micro Area",310M500US33500,77132,39957,37175,6164,6260,12424,9994,7170,17164,5956,4871,10827,4267,4117,8384,6142,6307,12449,4525,5502,10027,8.0,8.1,16.1,13.0,9.3,22.3,7.7,6.3,14.0,5.5,5.3,10.9,8.0,8.2,16.1,5.9,7.1,13.0,Minot, ND,Micro Area,33500,33500
826,"Missoula, MT Metro Area",310M500US33540,117309,58730,58579,8435,8015,16450,13419,12684,26103,8607,7971,16578,6802,6856,13658,10144,10908,21052,8385,9268,17653,7.2,6.8,14.0,11.4,10.8,22.3,7.3,6.8,14.1,5.8,5.8,11.6,8.6,9.3,17.9,7.1,7.9,15.0,Missoula, MT,Metro Area,33540,33540
827,"Mitchell, SD Micro Area",310M500US33580,23270,11543,11727,1998,2074,4072,2061,1730,3791,1590,1288,2878,1220,1310,2530,2255,2256,4511,1791,2294,4085,8.6,8.9,17.5,8.9,7.4,16.3,6.8,5.5,12.4,5.2,5.6,10.9,9.7,9.7,19.4,7.7,9.9,17.6,Mitchell, SD,Micro Area,33580,33580
828,"Moberly, MO Micro Area",310M500US33620,24878,12987,11891,2048,1932,3980,2198,1806,4004,1862,1291,3153,1823,1432,3255,2501,2429,4930,1781,2304,4085,8.2,7.8,16.0,8.8,7.3,16.1,7.5,5.2,12.7,7.3,5.8,13.1,10.1,9.8,19.8,7.2,9.3,16.4,Moberly, MO,Micro Area,33620,33620
829,"Mobile, AL Metro Area",310M500US33660,430655,205526,225129,37387,36209,73596,34526,35632,70158,24541,28567,53108,25330,26749,52079,40331,44994,85325,29453,38933,68386,8.7,8.4,17.1,8.0,8.3,16.3,5.7,6.6,12.3,5.9,6.2,12.1,9.4,10.4,19.8,6.8,9.0,15.9,Mobile, AL,Metro Area,33660,33660
830,"Modesto, CA Metro Area",310M500US33700,543194,268871,274323,55237,53010,108247,47170,45402,92572,36511,36347,72858,33490,33081,66571,45725,48166,93891,30740,38939,69679,10.2,9.8,19.9,8.7,8.4,17.0,6.7,6.7,13.4,6.2,6.1,12.3,8.4,8.9,17.3,5.7,7.2,12.8,Modesto, CA,Metro Area,33700,33700
831,"Monroe, LA Metro Area",310M500US33740,203457,98048,105409,18577,17799,36376,16637,16994,33631,12150,13441,25591,11888,12316,24204,18100,20055,38155,13646,18030,31676,9.1,8.7,17.9,8.2,8.4,16.5,6.0,6.6,12.6,5.8,6.1,11.9,8.9,9.9,18.8,6.7,8.9,15.6,Monroe, LA,Metro Area,33740,33740
832,"Monroe, MI Metro Area",310M500US33780,149727,73880,75847,12376,12138,24514,10770,10136,20906,8392,8843,17235,9557,9291,18848,16886,17294,34180,11821,14383,26204,8.3,8.1,16.4,7.2,6.8,14.0,5.6,5.9,11.5,6.4,6.2,12.6,11.3,11.6,22.8,7.9,9.6,17.5,Monroe, MI,Metro Area,33780,33780
