CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,Name,State,CBSAFIPS
"Montgomery, AL Metro Area",310M200US33860,375225,91231,235954,48040,24.3,62.9,12.8,128500,Montgomery, AL,33860
"Montrose, CO Micro Area",310M200US33940,40885,9505,23384,7996,23.2,57.2,19.6,194600,Montrose, CO,33940
"Morehead City, NC Micro Area",310M200US33980,67851,12689,41321,13841,18.7,60.9,20.4,193500,Morehead City, NC,33980
"Mexico, MO Micro Area",310M200US33020,25637,6148,15250,4239,24.0,59.5,16.5,91700,Mexico, MO,33020
"Miami, OK Micro Area",310M200US33060,32086,7941,18543,5602,24.7,57.8,17.5,81600,Miami, OK,33060
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M200US33100,5775204,1218560,3608592,948052,21.1,62.5,16.4,188700,Miami-Fort Lauderdale-West Palm Beach, FL,33100
"Michigan City-La Porte, IN Metro Area",310M200US33140,111293,24803,69967,16523,22.3,62.9,14.8,124000,Michigan City-La Porte, IN,33140
"Middlesborough, KY Micro Area",310M200US33180,28234,6104,17503,4627,21.6,62.0,16.4,62600,Middlesborough, KY,33180
"Midland, MI Metro Area",310M200US33220,83620,18983,51704,12933,22.7,61.8,15.5,128000,Midland, MI,33220
"Midland, TX Metro Area",310M200US33260,151483,41711,93647,16125,27.5,61.8,10.6,155400,Midland, TX,33260
"Milledgeville, GA Micro Area",310M200US33300,54897,10611,36752,7534,19.3,66.9,13.7,95900,Milledgeville, GA,33300
"Milwaukee-Waukesha-West Allis, WI Metro Area",310M200US33340,1565368,376920,982758,205690,24.1,62.8,13.1,194700,Milwaukee-Waukesha-West Allis, WI,33340
"Mineral Wells, TX Micro Area",310M200US33420,28028,6822,16332,4874,24.3,58.3,17.4,80200,Mineral Wells, TX,33420
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M200US33460,3424786,838985,2191178,394623,24.5,64.0,11.5,212600,Minneapolis-St. Paul-Bloomington, MN,33460
"Minot, ND Micro Area",310M200US33500,74111,17225,47308,9578,23.2,63.8,12.9,161300,Minot, ND,33500
"Missoula, MT Metro Area",310M200US33540,111011,21787,75440,13784,19.6,68.0,12.4,237300,Missoula, MT,33540
"Mitchell, SD Micro Area",310M200US33580,23122,5656,13672,3794,24.5,59.1,16.4,122200,Mitchell, SD,33580
"Moberly, MO Micro Area",310M200US33620,25207,5705,15772,3730,22.6,62.6,14.8,85500,Moberly, MO,33620
"Morgan City, LA Micro Area",310M200US34020,53784,13396,33043,7345,24.9,61.4,13.7,89700,Morgan City, LA,34020
"Morgantown, WV Metro Area",310M200US34060,134052,22558,95567,15927,16.8,71.3,11.9,144900,Morgantown, WV,34060
"Morristown, TN Metro Area",310M200US34100,115029,25796,69364,19869,22.4,60.3,17.3,123700,Morristown, TN,34100
"Moscow, ID Micro Area",310M200US34140,37989,7072,26743,4174,18.6,70.4,11.0,189100,Moscow, ID,34140
"Moses Lake, WA Micro Area",310M200US34180,91458,27841,52445,11172,30.4,57.3,12.2,160600,Moses Lake, WA,34180
"Moultrie, GA Micro Area",310M200US34220,45987,12551,27310,6126,27.3,59.4,13.3,79300,Moultrie, GA,34220
"Mountain Home, AR Micro Area",310M200US34260,41154,7411,21804,11939,18.0,53.0,29.0,119700,Mountain Home, AR,34260
"Mountain Home, ID Micro Area",310M200US34300,26349,7164,16177,3008,27.2,61.4,11.4,131200,Mountain Home, ID,34300
"Mount Airy, NC Micro Area",310M200US34340,73391,16569,43828,12994,22.6,59.7,17.7,114100,Mount Airy, NC,34340
"Mount Pleasant, MI Micro Area",310M200US34380,70506,12370,50881,7255,17.5,72.2,10.3,120600,Mount Pleasant, MI,34380
"Mount Pleasant, TX Micro Area",310M200US34420,32540,9652,18879,4009,29.7,58.0,12.3,88900,Mount Pleasant, TX,34420
"Mount Sterling, KY Micro Area",310M200US34460,45190,10985,27682,6523,24.3,61.3,14.4,90700,Mount Sterling, KY,34460
"Mount Vernon, IL Micro Area",310M200US34500,38716,8487,23705,6524,21.9,61.2,16.9,85400,Mount Vernon, IL,34500
"Mount Vernon, OH Micro Area",310M200US34540,61063,14400,37224,9439,23.6,61.0,15.5,133300,Mount Vernon, OH,34540
"Mount Vernon-Anacortes, WA Metro Area",310M200US34580,118364,27243,70476,20645,23.0,59.5,17.4,254900,Mount Vernon-Anacortes, WA,34580
"Muncie, IN Metro Area",310M200US34620,117441,22780,76665,17996,19.4,65.3,15.3,88300,Muncie, IN,34620
"Murray, KY Micro Area",310M200US34660,37981,6848,25283,5850,18.0,66.6,15.4,119500,Murray, KY,34660
"Muscatine, IA Micro Area",310M200US34700,42857,11013,25658,6186,25.7,59.9,14.4,126700,Muscatine, IA,34700
"Muskegon, MI Metro Area",310M200US34740,171328,41511,105306,24511,24.2,61.5,14.3,98600,Muskegon, MI,34740
"Muskogee, OK Micro Area",310M200US34780,70519,17345,42479,10695,24.6,60.2,15.2,90200,Muskogee, OK,34780
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M200US34820,396187,76210,239406,80571,19.2,60.4,20.3,163400,Myrtle Beach-Conway-North Myrtle Beach, SC,34820
"Nacogdoches, TX Micro Area",310M200US34860,65322,15289,42077,7956,23.4,64.4,12.2,108900,Nacogdoches, TX,34860
"Napa, CA Metro Area",310M200US34900,139253,31079,85903,22271,22.3,61.7,16.0,439000,Napa, CA,34900
"Naples-Immokalee-Marco Island, FL Metro Area",310M200US34940,334474,62986,177700,93788,18.8,53.1,28.0,258400,Naples-Immokalee-Marco Island, FL,34940
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M200US34980,1730515,415785,1115722,199008,24.0,64.5,11.5,171700,Nashville-Davidson--Murfreesboro--Franklin, TN,34980
"Natchez, MS-LA Micro Area",310M200US35020,52798,12034,32516,8248,22.8,61.6,15.6,84300,Natchez, MS,35020
"Natchitoches, LA Micro Area",310M200US35060,39359,9464,24246,5649,24.0,61.6,14.4,100600,Natchitoches, LA,35060
"New Bern, NC Metro Area",310M200US35100,127820,28363,77500,21957,22.2,60.6,17.2,149400,New Bern, NC,35100
"Newberry, SC Micro Area",310M200US35140,37593,8389,22849,6355,22.3,60.8,16.9,104500,Newberry, SC,35140
"New Castle, IN Micro Area",310M200US35220,49227,10373,30463,8391,21.1,61.9,17.0,92100,New Castle, IN,35220
"New Castle, PA Micro Area",310M200US35260,89859,18687,53807,17365,20.8,59.9,19.3,97200,New Castle, PA,35260
"New Haven-Milford, CT Metro Area",310M200US35300,863148,186761,547430,128957,21.6,63.4,14.9,250400,New Haven-Milford, CT,35300
"New Orleans-Metairie, LA Metro Area",310M200US35380,1226440,280870,787691,157879,22.9,64.2,12.9,173600,New Orleans-Metairie, LA,35380
"New Philadelphia-Dover, OH Micro Area",310M200US35420,92616,21535,55269,15812,23.3,59.7,17.1,109800,New Philadelphia-Dover, OH,35420
"Newport, OR Micro Area",310M200US35440,46138,7965,27452,10721,17.3,59.5,23.2,221800,Newport, OR,35440
"Newport, TN Micro Area",310M200US35460,35453,7433,21555,6465,21.0,60.8,18.2,98600,Newport, TN,35460
"Newton, IA Micro Area",310M200US35500,36715,8155,22239,6321,22.2,60.6,17.2,116200,Newton, IA,35500
"New Ulm, MN Micro Area",310M200US35580,25513,5549,15003,4961,21.7,58.8,19.4,123000,New Ulm, MN,35580
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M200US35620,19865045,4453312,12716863,2694870,22.4,64.0,13.6,400000,New York-Newark-Jersey City, NY,35620
"Niles-Benton Harbor, MI Metro Area",310M200US35660,155992,35712,93859,26421,22.9,60.2,16.9,130700,Niles-Benton Harbor, MI,35660
"Nogales, AZ Micro Area",310M200US35700,47250,13853,26515,6882,29.3,56.1,14.6,137800,Nogales, AZ,35700
"Norfolk, NE Micro Area",310M200US35740,48416,12206,28655,7555,25.2,59.2,15.6,109800,Norfolk, NE,35740
"North Platte, NE Micro Area",310M200US35820,37216,9175,21964,6077,24.7,59.0,16.3,113000,North Platte, NE,35820
"Raymondville, TX Micro Area",310M200US39700,22056,5705,13678,2673,25.9,62.0,12.1,51700,Raymondville, TX,39700
"Reading, PA Metro Area",310M200US39740,413016,96023,254489,62504,23.2,61.6,15.1,169200,Reading, PA,39740
"Red Bluff, CA Micro Area",310M200US39780,63284,15579,37022,10683,24.6,58.5,16.9,170300,Red Bluff, CA,39780
"Redding, CA Metro Area",310M200US39820,178520,39105,107029,32386,21.9,60.0,18.1,213700,Redding, CA,39820
"Red Wing, MN Micro Area",310M200US39860,46336,10740,27515,8081,23.2,59.4,17.4,179900,Red Wing, MN,39860
"Reno, NV Metro Area",310M200US39900,433919,99192,276318,58409,22.9,63.7,13.5,200800,Reno, NV,39900
"Rexburg, ID Micro Area",310M200US39940,50778,13814,32826,4138,27.2,64.6,8.1,165600,Rexburg, ID,39940
"Richmond, IN Micro Area",310M200US39980,68360,15507,41171,11682,22.7,60.2,17.1,92200,Richmond, IN,39980
"Richmond, VA Metro Area",310M200US40060,1234058,280756,794670,158632,22.8,64.4,12.9,214900,Richmond, VA,40060
"Richmond-Berea, KY Micro Area",310M200US40080,102450,21753,67791,12906,21.2,66.2,12.6,127800,Richmond-Berea, KY,40080
"Rio Grande City, TX Micro Area",310M200US40100,62040,20635,34801,6604,33.3,56.1,10.6,65400,Rio Grande City, TX,40100
"Riverside-San Bernardino-Ontario, CA Metro Area",310M200US40140,4345485,1201161,2661874,482450,27.6,61.3,11.1,231800,Riverside-San Bernardino-Ontario, CA,40140
"Riverton, WY Micro Area",310M200US40180,40739,10273,24231,6235,25.2,59.5,15.3,183700,Riverton, WY,40180
"Roanoke, VA Metro Area",310M200US40220,310934,65760,191576,53598,21.1,61.6,17.2,169400,Roanoke, VA,40220
"Roanoke Rapids, NC Micro Area",310M200US40260,75113,16254,45045,13814,21.6,60.0,18.4,85500,Roanoke Rapids, NC,40260
"Rochelle, IL Micro Area",310M200US40300,52782,12566,31618,8598,23.8,59.9,16.3,143600,Rochelle, IL,40300
"Rochester, MN Metro Area",310M200US40340,210004,52316,127709,29979,24.9,60.8,14.3,166600,Rochester, MN,40340
"Rock Springs, WY Micro Area",310M200US40540,44595,12078,28624,3893,27.1,64.2,8.7,183400,Rock Springs, WY,40540
"Rochester, NY Metro Area",310M200US40380,1082578,236409,683838,162331,21.8,63.2,15.0,130900,Rochester, NY,40380
"Rockford, IL Metro Area",310M200US40420,346031,85889,210374,49768,24.8,60.8,14.4,123500,Rockford, IL,40420
"Rockingham, NC Micro Area",310M200US40460,46317,11200,28176,6941,24.2,60.8,15.0,79500,Rockingham, NC,40460
"Rocky Mount, NC Metro Area",310M200US40580,150953,35428,92379,23146,23.5,61.2,15.3,100600,Rocky Mount, NC,40580
"Rolla, MO Micro Area",310M200US40620,45091,9651,29000,6440,21.4,64.3,14.3,111800,Rolla, MO,40620
"Rome, GA Metro Area",310M200US40660,96146,22957,58972,14217,23.9,61.3,14.8,117500,Rome, GA,40660
"Roseburg, OR Micro Area",310M200US40700,107156,21250,61986,23920,19.8,57.8,22.3,170700,Roseburg, OR,40700
"Roswell, NM Micro Area",310M200US40740,65850,17971,38489,9390,27.3,58.4,14.3,99100,Roswell, NM,40740
"Russellville, AR Micro Area",310M200US40780,84621,20023,52588,12010,23.7,62.1,14.2,111200,Russellville, AR,40780
"Ruston, LA Micro Area",310M200US40820,47243,9589,32114,5540,20.3,68.0,11.7,118400,Ruston, LA,40820
"Rutland, VT Micro Area",310M200US40860,60864,11319,38612,10933,18.6,63.4,18.0,176900,Rutland, VT,40860
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M200US40900,2197422,531244,1381209,284969,24.2,62.9,13.0,275100,Sacramento--Roseville--Arden-Arcade, CA,40900
"Safford, AZ Micro Area",310M200US40940,37311,10428,22475,4408,27.9,60.2,11.8,123700,Safford, AZ,40940
"Saginaw, MI Metro Area",310M200US40980,197727,44705,121113,31909,22.6,61.3,16.1,94800,Saginaw, MI,40980
"St. Cloud, MN Metro Area",310M200US41060,190708,44414,122036,24258,23.3,64.0,12.7,164100,St. Cloud, MN,41060
"St. George, UT Metro Area",310M200US41100,144844,42378,75855,26611,29.3,52.4,18.4,209500,St. George, UT,41100
"St. Joseph, MO-KS Metro Area",310M200US41140,127637,28738,80166,18733,22.5,62.8,14.7,110400,St. Joseph, MO,41140
"St. Louis, MO-IL Metro Area",310M200US41180,2797737,650093,1754674,392970,23.2,62.7,14.0,156900,St. Louis, MO,41180
"St. Marys, GA Micro Area",310M200US41220,51193,13319,32701,5173,26.0,63.9,10.1,151800,St. Marys, GA,41220
"Salem, OH Micro Area",310M200US41400,106622,22687,65428,18507,21.3,61.4,17.4,97600,Salem, OH,41400
"Salem, OR Metro Area",310M200US41420,396912,101165,239982,55765,25.5,60.5,14.0,191100,Salem, OR,41420
"Salina, KS Micro Area",310M200US41460,61868,15245,37045,9578,24.6,59.9,15.5,117000,Salina, KS,41460
"Salinas, CA Metro Area",310M200US41500,424927,112718,264314,47895,26.5,62.2,11.3,362100,Salinas, CA,41500
"Salisbury, MD-DE Metro Area",310M200US41540,381868,76381,229659,75828,20.0,60.1,19.9,213600,Salisbury, MD,41540
"Salt Lake City, UT Metro Area",310M200US41620,1123643,326645,695460,101538,29.1,61.9,9.0,227700,Salt Lake City, UT,41620
"San Angelo, TX Metro Area",310M200US41660,115142,26921,72010,16211,23.4,62.5,14.1,102300,San Angelo, TX,41660
"San Antonio-New Braunfels, TX Metro Area",310M200US41700,2239222,588387,1391977,258858,26.3,62.2,11.6,134600,San Antonio-New Braunfels, TX,41700
"San Diego-Carlsbad, CA Metro Area",310M200US41740,3183143,726898,2074066,382179,22.8,65.2,12.0,412800,San Diego-Carlsbad, CA,41740
"Sandpoint, ID Micro Area",310M200US41760,40899,8541,24446,7912,20.9,59.8,19.3,215600,Sandpoint, ID,41760
"Sandusky, OH Micro Area",310M200US41780,76416,16397,45978,14041,21.5,60.2,18.4,131900,Sandusky, OH,41780
"Sanford, NC Micro Area",310M200US41820,59096,15138,35492,8466,25.6,60.1,14.3,132900,Sanford, NC,41820
"San Francisco-Oakland-Hayward, CA Metro Area",310M200US41860,4466251,927874,2943150,595227,20.8,65.9,13.3,592000,San Francisco-Oakland-Hayward, CA,41860
"San Germán, PR Metro Area",310M200US41900,135240,29955,79609,25676,22.1,58.9,19.0,107100,San Germán, PR,41900
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M200US41940,1898457,450199,1227591,220667,23.7,64.7,11.6,654800,San Jose-Sunnyvale-Santa Clara, CA,41940
"San Juan-Carolina-Caguas, PR Metro Area",310M200US41980,2297987,526688,1408557,362742,22.9,61.3,15.8,135700,San Juan-Carolina-Caguas, PR,41980
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M200US42020,274184,50725,178713,44746,18.5,65.2,16.3,426200,San Luis Obispo-Paso Robles-Arroyo Grande, CA,42020
"Santa Cruz-Watsonville, CA Metro Area",310M200US42100,267203,54991,179600,32612,20.6,67.2,12.2,559500,Santa Cruz-Watsonville, CA,42100
"Santa Fe, NM Metro Area",310M200US42140,146361,29580,91363,25418,20.2,62.4,17.4,272700,Santa Fe, NM,42140
"Santa Isabel, PR Micro Area",310M200US42180,23114,6275,13833,3006,27.1,59.8,13.0,89900,Santa Isabel, PR,42180
"Santa Maria-Santa Barbara, CA Metro Area",310M200US42200,431555,98110,275666,57779,22.7,63.9,13.4,446500,Santa Maria-Santa Barbara, CA,42200
"Santa Rosa, CA Metro Area",310M200US42220,491790,104532,312123,75135,21.3,63.5,15.3,414500,Santa Rosa, CA,42220
"Sault Ste. Marie, MI Micro Area",310M200US42300,38698,7875,24910,5913,20.3,64.4,15.3,101500,Sault Ste. Marie, MI,42300
"Savannah, GA Metro Area",310M200US42340,361161,85584,231588,43989,23.7,64.1,12.2,168600,Savannah, GA,42340
"Sayre, PA Micro Area",310M200US42380,62510,13965,36995,11550,22.3,59.2,18.5,123700,Sayre, PA,42380
"Scottsbluff, NE Micro Area",310M200US42420,38911,9471,22776,6664,24.3,58.5,17.1,103500,Scottsbluff, NE,42420
"Scottsboro, AL Micro Area",310M200US42460,53012,11708,32100,9204,22.1,60.6,17.4,93800,Scottsboro, AL,42460
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",310M200US42540,562644,112676,347299,102669,20.0,61.7,18.2,132500,Scranton--Wilkes-Barre--Hazleton, PA,42540
"Searcy, AR Micro Area",310M200US42620,78275,18579,48249,11447,23.7,61.6,14.6,103200,Searcy, AR,42620
"Seattle-Tacoma-Bellevue, WA Metro Area",310M200US42660,3557037,797183,2348490,411364,22.4,66.0,11.6,315700,Seattle-Tacoma-Bellevue, WA,42660
"Sebastian-Vero Beach, FL Metro Area",310M200US42680,140918,25635,74961,40322,18.2,53.2,28.6,156300,Sebastian-Vero Beach, FL,42680
"Sebring, FL Metro Area",310M200US42700,98261,17779,48010,32472,18.1,48.9,33.0,87700,Sebring, FL,42700
"Sedalia, MO Micro Area",310M200US42740,42213,10673,25249,6291,25.3,59.8,14.9,100100,Sedalia, MO,42740
"Selinsgrove, PA Micro Area",310M200US42780,39922,8750,24741,6431,21.9,62.0,16.1,139400,Selinsgrove, PA,42780
"Selma, AL Micro Area",310M200US42820,42743,11026,25398,6319,25.8,59.4,14.8,79200,Selma, AL,42820
"Seneca, SC Micro Area",310M200US42860,74656,15442,44105,15109,20.7,59.1,20.2,138700,Seneca, SC,42860
"Seneca Falls, NY Micro Area",310M200US42900,35232,7102,22295,5835,20.2,63.3,16.6,95400,Seneca Falls, NY,42900
"Sevierville, TN Micro Area",310M200US42940,92561,20035,57200,15326,21.6,61.8,16.6,158000,Sevierville, TN,42940
"Seymour, IN Micro Area",310M200US42980,43127,10513,26181,6433,24.4,60.7,14.9,112900,Seymour, IN,42980
"Sioux City, IA-NE-SD Metro Area",310M200US43580,168824,44820,100380,23624,26.5,59.5,14.0,108200,Sioux City, IA,43580
"Sioux Falls, SD Metro Area",310M200US43620,238294,61757,148857,27680,25.9,62.5,11.6,157600,Sioux Falls, SD,43620
"Snyder, TX Micro Area",310M200US43660,17108,4340,10381,2387,25.4,60.7,14.0,88800,Snyder, TX,43660
"Somerset, KY Micro Area",310M200US43700,63505,14387,38330,10788,22.7,60.4,17.0,105100,Somerset, KY,43700
"Somerset, PA Micro Area",310M200US43740,77011,14456,47561,14994,18.8,61.8,19.5,97400,Somerset, PA,43740
"Sonora, CA Micro Area",310M200US43760,54347,9153,33271,11923,16.8,61.2,21.9,262600,Sonora, CA,43760
"South Bend-Mishawaka, IN-MI Metro Area",310M200US43780,318917,76328,196561,46028,23.9,61.6,14.4,114700,South Bend-Mishawaka, IN,43780
"Spartanburg, SC Metro Area",310M200US43900,317057,75576,195374,46107,23.8,61.6,14.5,117700,Spartanburg, SC,43900
"Spearfish, SD Micro Area",310M200US43940,24478,4607,15603,4268,18.8,63.7,17.4,172600,Spearfish, SD,43940
"Spencer, IA Micro Area",310M200US43980,16555,3745,9676,3134,22.6,58.4,18.9,106400,Spencer, IA,43980
"Shawano, WI Micro Area",310M200US43020,46079,10582,26871,8626,23.0,58.3,18.7,127600,Shawano, WI,43020
"Shawnee, OK Micro Area",310M200US43060,70700,17404,42779,10517,24.6,60.5,14.9,100200,Shawnee, OK,43060
"Sheboygan, WI Metro Area",310M200US43100,115168,26761,70705,17702,23.2,61.4,15.4,150800,Sheboygan, WI,43100
"Shelby, NC Micro Area",310M200US43140,97464,22187,59517,15760,22.8,61.1,16.2,104100,Shelby, NC,43140
"Shelbyville, TN Micro Area",310M200US43180,45660,12108,27201,6351,26.5,59.6,13.9,113200,Shelbyville, TN,43180
"Shelton, WA Micro Area",310M200US43220,60728,12023,36722,11983,19.8,60.5,19.7,204800,Shelton, WA,43220
"Sheridan, WY Micro Area",310M200US43260,29578,6475,18152,4951,21.9,61.4,16.7,219400,Sheridan, WY,43260
"Sherman-Denison, TX Metro Area",310M200US43300,121975,29147,72983,19845,23.9,59.8,16.3,105800,Sherman-Denison, TX,43300
"Show Low, AZ Micro Area",310M200US43320,107489,30838,61009,15642,28.7,56.8,14.6,106500,Show Low, AZ,43320
"Shreveport-Bossier City, LA Metro Area",310M200US43340,445305,109634,273735,61936,24.6,61.5,13.9,122700,Shreveport-Bossier City, LA,43340
"Sidney, OH Micro Area",310M200US43380,49165,13071,29369,6725,26.6,59.7,13.7,126000,Sidney, OH,43380
"Sierra Vista-Douglas, AZ Metro Area",310M200US43420,130807,29800,77003,24004,22.8,58.9,18.4,141300,Sierra Vista-Douglas, AZ,43420
"Sikeston, MO Micro Area",310M200US43460,39137,9502,23433,6202,24.3,59.9,15.8,94300,Sikeston, MO,43460
"Silver City, NM Micro Area",310M200US43500,29303,6356,16274,6673,21.7,55.5,22.8,128800,Silver City, NM,43500
"Spirit Lake, IA Micro Area",310M200US44020,16877,3266,9693,3918,19.4,57.4,23.2,165800,Spirit Lake, IA,44020
"Spokane-Spokane Valley, WA Metro Area",310M200US44060,533456,121431,335008,77017,22.8,62.8,14.4,181100,Spokane-Spokane Valley, WA,44060
"Springfield, IL Metro Area",310M200US44100,211466,49209,131137,31120,23.3,62.0,14.7,126900,Springfield, IL,44100
"Springfield, MA Metro Area",310M200US44140,626775,133223,403156,90396,21.3,64.3,14.4,214000,Springfield, MA,44140
"Springfield, MO Metro Area",310M200US44180,444728,101947,277808,64973,22.9,62.5,14.6,128100,Springfield, MO,44180
"Springfield, OH Metro Area",310M200US44220,137303,31799,82277,23227,23.2,59.9,16.9,104200,Springfield, OH,44220
"Starkville, MS Micro Area",310M200US44260,48639,8753,35189,4697,18.0,72.3,9.7,134600,Starkville, MS,44260
"State College, PA Metro Area",310M200US44300,156240,24462,113287,18491,15.7,72.5,11.8,193500,State College, PA,44300
"Statesboro, GA Micro Area",310M200US44340,71940,14646,50474,6820,20.4,70.2,9.5,128200,Statesboro, GA,44340
"Sterling, CO Micro Area",310M200US44540,22604,4344,14769,3491,19.2,65.3,15.4,122300,Sterling, CO,44540
"Staunton-Waynesboro, VA Metro Area",310M200US44420,119016,24666,72888,21462,20.7,61.2,18.0,185400,Staunton-Waynesboro, VA,44420
"Steamboat Springs, CO Micro Area",310M200US44460,23428,4677,16382,2369,20.0,69.9,10.1,378100,Steamboat Springs, CO,44460
"Stephenville, TX Micro Area",310M200US44500,39291,8472,25639,5180,21.6,65.3,13.2,112200,Stephenville, TX,44500
"Sterling, IL Micro Area",310M200US44580,57680,13196,33981,10503,22.9,58.9,18.2,99200,Sterling, IL,44580
"Stevens Point, WI Micro Area",310M200US44620,70337,14175,46546,9616,20.2,66.2,13.7,147600,Stevens Point, WI,44620
"Stillwater, OK Micro Area",310M200US44660,78723,15140,55203,8380,19.2,70.1,10.6,132700,Stillwater, OK,44660
"Stockton-Lodi, CA Metro Area",310M200US44700,701050,199585,423778,77687,28.5,60.4,11.1,211300,Stockton-Lodi, CA,44700
"Storm Lake, IA Micro Area",310M200US44740,20460,5137,12279,3044,25.1,60.0,14.9,100300,Storm Lake, IA,44740
"Sturgis, MI Micro Area",310M200US44780,60998,15458,36006,9534,25.3,59.0,15.6,105800,Sturgis, MI,44780
"Sulphur Springs, TX Micro Area",310M200US44860,35478,9016,20629,5833,25.4,58.1,16.4,93300,Sulphur Springs, TX,44860
"Summerville, GA Micro Area",310M200US44900,25484,5761,15841,3882,22.6,62.2,15.2,66700,Summerville, GA,44900
"Summit Park, UT Micro Area",310M200US44920,37877,10150,24420,3307,26.8,64.5,8.7,496800,Summit Park, UT,44920
"Sumter, SC Metro Area",310M200US44940,107782,26904,66204,14674,25.0,61.4,13.6,108300,Sumter, SC,44940
"Sunbury, PA Micro Area",310M200US44980,94294,18775,57676,17843,19.9,61.2,18.9,100500,Sunbury, PA,44980
"Susanville, CA Micro Area",310M200US45000,33356,5012,24716,3628,15.0,74.1,10.9,176500,Susanville, CA,45000
"Sweetwater, TX Micro Area",310M200US45020,15082,3797,8739,2546,25.2,57.9,16.9,54700,Sweetwater, TX,45020
"Syracuse, NY Metro Area",310M200US45060,662236,146886,419858,95492,22.2,63.4,14.4,124400,Syracuse, NY,45060
"Tahlequah, OK Micro Area",310M200US45140,47860,11342,29648,6870,23.7,61.9,14.4,106300,Tahlequah, OK,45140
"Talladega-Sylacauga, AL Micro Area",310M200US45180,92920,20672,58008,14240,22.2,62.4,15.3,90000,Talladega-Sylacauga, AL,45180
"Tallahassee, FL Metro Area",310M200US45220,373097,73861,257195,42041,19.8,68.9,11.3,164600,Tallahassee, FL,45220
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M200US45300,2851235,592041,1747919,511275,20.8,61.3,17.9,141900,Tampa-St. Petersburg-Clearwater, FL,45300
"Taos, NM Micro Area",310M200US45340,32956,6463,19976,6517,19.6,60.6,19.8,211900,Taos, NM,45340
"Taylorville, IL Micro Area",310M200US45380,34415,7364,20865,6186,21.4,60.6,18.0,84100,Taylorville, IL,45380
"Terre Haute, IN Metro Area",310M200US45460,172240,37113,109774,25353,21.5,63.7,14.7,87600,Terre Haute, IN,45460
"Texarkana, TX-AR Metro Area",310M200US45500,149457,35874,91240,22343,24.0,61.0,14.9,94300,Texarkana, TX,45500
"The Dalles, OR Micro Area",310M200US45520,25387,5711,14925,4751,22.5,58.8,18.7,177000,The Dalles, OR,45520
"The Villages, FL Metro Area",310M200US45540,103708,8371,44818,50519,8.1,43.2,48.7,199500,The Villages, FL,45540
"Thomaston, GA Micro Area",310M200US45580,26681,6106,16113,4462,22.9,60.4,16.7,82600,Thomaston, GA,45580
"Thomasville, GA Micro Area",310M200US45620,44733,10927,26759,7047,24.4,59.8,15.8,124200,Thomasville, GA,45620
"Tiffin, OH Micro Area",310M200US45660,56100,12809,34687,8604,22.8,61.8,15.3,97200,Tiffin, OH,45660
"Tifton, GA Micro Area",310M200US45700,40721,10296,24962,5463,25.3,61.3,13.4,116200,Tifton, GA,45700
"Toccoa, GA Micro Area",310M200US45740,25741,5786,15475,4480,22.5,60.1,17.4,99500,Toccoa, GA,45740
"Toledo, OH Metro Area",310M200US45780,608847,140624,384551,83672,23.1,63.2,13.7,115900,Toledo, OH,45780
"Topeka, KS Metro Area",310M200US45820,234195,57641,140200,36354,24.6,59.9,15.5,118700,Topeka, KS,45820
"Torrington, CT Micro Area",310M200US45860,187542,38383,117008,32151,20.5,62.4,17.1,259800,Torrington, CT,45860
"Traverse City, MI Micro Area",310M200US45900,145374,30158,88508,26708,20.7,60.9,18.4,164700,Traverse City, MI,45900
"Trenton, NJ Metro Area",310M200US45940,369526,82005,238835,48686,22.2,64.6,13.2,280400,Trenton, NJ,45940
"Troy, AL Micro Area",310M200US45980,33216,6580,22217,4419,19.8,66.9,13.3,101900,Troy, AL,45980
"Truckee-Grass Valley, CA Micro Area",310M200US46020,98606,18115,59390,21101,18.4,60.2,21.4,344800,Truckee-Grass Valley, CA,46020
"Tucson, AZ Metro Area",310M200US46060,993144,221970,606590,164584,22.4,61.1,16.6,161700,Tucson, AZ,46060
"Tullahoma-Manchester, TN Micro Area",310M200US46100,100568,22926,60346,17296,22.8,60.0,17.2,114600,Tullahoma-Manchester, TN,46100
"Tulsa, OK Metro Area",310M200US46140,954055,241064,584027,128964,25.3,61.2,13.5,129100,Tulsa, OK,46140
"Tupelo, MS Micro Area",310M200US46180,138377,35533,83304,19540,25.7,60.2,14.1,97600,Tupelo, MS,46180
"Tuscaloosa, AL Metro Area",310M200US46220,233692,50159,155300,28233,21.5,66.5,12.1,143200,Tuscaloosa, AL,46220
"Twin Falls, ID Micro Area",310M200US46300,101513,28707,58794,14012,28.3,57.9,13.8,148000,Twin Falls, ID,46300
"Tyler, TX Metro Area",310M200US46340,214735,54296,128631,31808,25.3,59.9,14.8,126400,Tyler, TX,46340
