CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,O*total,O*child,O*taxbase,O*O65,O*Pchild,O*Ptaxbase,O*PO65,O*homevalue,Name,State,Area,CBSAFIPS,O65percchange,taxbasepercchange,childpercchange,totalpercchange,O65sharechange,taxbasesharechange,childsharechange,O65realchange,taxbaserealchange,childrealchange,totalrealchange,homepercchange,homerealchange
"Tahlequah, OK Micro Area",310M500US45140,48664,10839,29887,7938,22.3,61.4,16.3,118000,47860,11342,29648,6870,23.7,61.9,14.4,106300,Tahlequah, OK, Micro,45140,15.55,0.81,-4.43,1.68,1.9000000000000004,-0.5,-1.3999999999999986,1068,239,-503,804,11.01,11700
"Talladega-Sylacauga, AL Micro Area",310M500US45180,80387,17257,49078,14052,21.5,61.1,17.5,105300,92920,20672,58008,14240,22.2,62.4,15.3,90000,Talladega-Sylacauga, AL, Micro,45180,-1.32,-15.39,-16.52,-13.49,2.1999999999999993,-1.2999999999999972,-0.6999999999999993,-188,-8930,-3415,-12533,17.0,15300
"Tallahassee, FL Metro Area",310M500US45220,382197,73427,255469,53301,19.2,66.8,13.9,177600,373097,73861,257195,42041,19.8,68.9,11.3,164600,Tallahassee, FL, Metro,45220,26.78,-0.67,-0.59,2.44,2.5999999999999996,-2.1000000000000085,-0.6000000000000014,11260,-1726,-434,9100,7.9,13000
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M500US45300,3097859,619136,1876320,602403,20.0,60.6,19.4,193500,2851235,592041,1747919,511275,20.8,61.3,17.9,141900,Tampa-St. Petersburg-Clearwater, FL, Metro,45300,17.82,7.35,4.58,8.65,1.5,-0.6999999999999957,-0.8000000000000007,91128,128401,27095,246624,36.36,51600
"Taos, NM Micro Area",310M500US45340,32786,5915,18591,8280,18.0,56.7,25.3,239500,32956,6463,19976,6517,19.6,60.6,19.8,211900,Taos, NM, Micro,45340,27.05,-6.93,-8.48,-0.52,5.5,-3.8999999999999986,-1.6000000000000014,1763,-1385,-548,-170,13.03,27600
"Taylorville, IL Micro Area",310M500US45380,32931,6746,19811,6374,20.5,60.2,19.4,90900,34415,7364,20865,6186,21.4,60.6,18.0,84100,Taylorville, IL, Micro,45380,3.04,-5.05,-8.39,-4.31,1.3999999999999986,-0.3999999999999986,-0.8999999999999986,188,-1054,-618,-1484,8.09,6800
"Terre Haute, IN Metro Area",310M500US45460,186908,39219,116022,31667,21.0,62.1,16.9,92900,172240,37113,109774,25353,21.5,63.7,14.7,87600,Terre Haute, IN, Metro,45460,24.9,5.69,5.67,8.52,2.1999999999999993,-1.6000000000000014,-0.5,6314,6248,2106,14668,6.05,5300
"Texarkana, TX-AR Metro Area",310M500US45500,149292,35254,89087,24951,23.6,59.7,16.7,111500,149457,35874,91240,22343,24.0,61.0,14.9,94300,Texarkana, TX,-AR Me,45500,11.67,-2.36,-1.73,-0.11,1.799999999999999,-1.2999999999999972,-0.3999999999999986,2608,-2153,-620,-165,18.24,17200
"The Dalles, OR Micro Area",310M500US45520,26130,5868,14989,5273,22.5,57.4,20.2,212900,25387,5711,14925,4751,22.5,58.8,18.7,177000,The Dalles, OR, Micro,45520,10.99,0.43,2.75,2.93,1.5,-1.3999999999999986,0.0,522,64,157,743,20.28,35900
"The Villages, FL Metro Area",310M500US45540,125044,9090,45036,70918,7.3,36.0,56.7,258600,103708,8371,44818,50519,8.1,43.2,48.7,199500,The Villages, FL, Metro,45540,40.38,0.49,8.59,20.57,8.0,-7.200000000000003,-0.7999999999999998,20399,218,719,21336,29.62,59100
"Thomaston, GA Micro Area",310M500US45580,26236,6108,15409,4719,23.3,58.7,18.0,93300,26681,6106,16113,4462,22.9,60.4,16.7,82600,Thomaston, GA, Micro,45580,5.76,-4.37,0.03,-1.67,1.3000000000000007,-1.6999999999999957,0.40000000000000213,257,-704,2,-445,12.95,10700
"Thomasville, GA Micro Area",310M500US45620,44630,10649,26129,7852,23.9,58.5,17.6,146800,44733,10927,26759,7047,24.4,59.8,15.8,124200,Thomasville, GA, Micro,45620,11.42,-2.35,-2.54,-0.23,1.8000000000000007,-1.2999999999999972,-0.5,805,-630,-278,-103,18.2,22600
"Tiffin, OH Micro Area",310M500US45660,55351,12188,33488,9675,22.0,60.5,17.5,106500,56100,12809,34687,8604,22.8,61.8,15.3,97200,Tiffin, OH, Micro,45660,12.45,-3.46,-4.85,-1.34,2.1999999999999993,-1.2999999999999972,-0.8000000000000007,1071,-1199,-621,-749,9.57,9300
"Tifton, GA Micro Area",310M500US45700,40541,10077,24605,5859,24.9,60.7,14.5,118100,40721,10296,24962,5463,25.3,61.3,13.4,116200,Tifton, GA, Micro,45700,7.25,-1.43,-2.13,-0.44,1.0999999999999996,-0.5999999999999943,-0.40000000000000213,396,-357,-219,-180,1.64,1900
"Toccoa, GA Micro Area",310M500US45740,25750,5759,14910,5081,22.4,57.9,19.7,105300,25741,5786,15475,4480,22.5,60.1,17.4,99500,Toccoa, GA, Micro,45740,13.42,-3.65,-0.47,0.03,2.3000000000000007,-2.200000000000003,-0.10000000000000142,601,-565,-27,9,5.83,5800
"Toledo, OH Metro Area",310M500US45780,644137,143747,395643,104747,22.3,61.4,16.3,130900,608847,140624,384551,83672,23.1,63.2,13.7,115900,Toledo, OH, Metro,45780,25.19,2.88,2.22,5.8,2.6000000000000014,-1.8000000000000043,-0.8000000000000007,21075,11092,3123,35290,12.94,15000
"Topeka, KS Metro Area",310M500US45820,232778,55334,135709,41735,23.8,58.3,17.9,133800,234195,57641,140200,36354,24.6,59.9,15.5,118700,Topeka, KS, Metro,45820,14.8,-3.2,-4.0,-0.61,2.3999999999999986,-1.6000000000000014,-0.8000000000000007,5381,-4491,-2307,-1417,12.72,15100
"Torrington, CT Micro Area",310M500US45860,182002,33690,110855,37457,18.5,60.9,20.6,251000,187542,38383,117008,32151,20.5,62.4,17.1,259800,Torrington, CT, Micro,45860,16.5,-5.26,-12.23,-2.95,3.5,-1.5,-2.0,5306,-6153,-4693,-5540,-3.39,-8800
"Traverse City, MI Micro Area",310M500US45900,149033,29234,87586,32213,19.6,58.8,21.6,203100,145374,30158,88508,26708,20.7,60.9,18.4,164700,Traverse City, MI, Micro,45900,20.61,-1.04,-3.06,2.52,3.200000000000003,-2.1000000000000014,-1.0999999999999979,5505,-922,-924,3659,23.32,38400
"Troy, AL Micro Area",310M500US45980,33333,6470,21917,4946,19.4,65.8,14.8,120000,33216,6580,22217,4419,19.8,66.9,13.3,101900,Troy, AL, Micro,45980,11.93,-1.35,-1.67,0.35,1.5,-1.1000000000000085,-0.40000000000000213,527,-300,-110,117,17.76,18100
"Truckee-Grass Valley, CA Micro Area",310M500US46020,99244,17099,55891,26254,17.2,56.3,26.5,431000,98606,18115,59390,21101,18.4,60.2,21.4,344800,Truckee-Grass Valley, CA, Micro,46020,24.42,-5.89,-5.61,0.65,5.100000000000001,-3.9000000000000057,-1.1999999999999993,5153,-3499,-1016,638,25.0,86200
"Tucson, AZ Metro Area",310M500US46060,1027207,217133,612713,197361,21.1,59.6,19.2,184100,993144,221970,606590,164584,22.4,61.1,16.6,161700,Tucson, AZ, Metro,46060,19.92,1.01,-2.18,3.43,2.599999999999998,-1.5,-1.2999999999999972,32777,6123,-4837,34063,13.85,22400
"Tullahoma-Manchester, TN Micro Area",310M500US46100,103312,22991,61421,18900,22.3,59.5,18.3,144500,100568,22926,60346,17296,22.8,60.0,17.2,114600,Tullahoma-Manchester, TN, Micro,46100,9.27,1.78,0.28,2.73,1.1000000000000014,-0.5,-0.5,1604,1075,65,2744,26.09,29900
"Tulsa, OK Metro Area",310M500US46140,990544,245329,595833,149382,24.8,60.2,15.1,150500,954055,241064,584027,128964,25.3,61.2,13.5,129100,Tulsa, OK, Metro,46140,15.83,2.02,1.77,3.82,1.5999999999999996,-1.0,-0.5,20418,11806,4265,36489,16.58,21400
"Tupelo, MS Micro Area",310M500US46180,165407,40870,99017,25520,24.7,59.9,15.4,113500,138377,35533,83304,19540,25.7,60.2,14.1,97600,Tupelo, MS, Micro,46180,30.6,18.86,15.02,19.53,1.3000000000000007,-0.30000000000000426,-1.0,5980,15713,5337,27030,16.29,15900
"Tuscaloosa, AL Metro Area",310M500US46220,250681,52987,162732,34962,21.1,64.9,13.9,159500,233692,50159,155300,28233,21.5,66.5,12.1,143200,Tuscaloosa, AL, Metro,46220,23.83,4.79,5.64,7.27,1.8000000000000007,-1.5999999999999943,-0.3999999999999986,6729,7432,2828,16989,11.38,16300
"Tyler, TX Metro Area",310M500US46340,227449,56012,134593,36844,24.6,59.2,16.2,158600,214735,54296,128631,31808,25.3,59.9,14.8,126400,Tyler, TX, Metro,46340,15.83,4.63,3.16,5.92,1.3999999999999986,-0.6999999999999957,-0.6999999999999993,5036,5962,1716,12714,25.47,32200
"Ukiah, CA Micro Area",310M500US46380,87224,18702,49990,18532,21.4,57.3,21.2,377500,87612,19216,53278,15118,21.9,60.8,17.3,310300,Ukiah, CA, Micro,46380,22.58,-6.17,-2.67,-0.44,3.8999999999999986,-3.5,-0.5,3414,-3288,-514,-388,21.66,67200
"Urbana, OH Micro Area",310M500US46500,38845,8721,23093,7031,22.5,59.4,18.1,132800,39628,9538,23964,6126,24.1,60.5,15.5,121100,Urbana, OH, Micro,46500,14.77,-3.63,-8.57,-1.98,2.6000000000000014,-1.1000000000000014,-1.6000000000000014,905,-871,-817,-783,9.66,11700
"Urban Honolulu, HI Metro Area",310M500US46520,984821,209223,605229,170369,21.2,61.5,17.3,678200,975690,212789,615048,147853,21.8,63.0,15.2,564400,Urban Honolulu, HI, Metro,46520,15.23,-1.6,-1.68,0.94,2.1000000000000014,-1.5,-0.6000000000000014,22516,-9819,-3566,9131,20.16,113800
"Utica-Rome, NY Metro Area",310M500US46540,292016,61795,175463,54758,21.2,60.1,18.8,122200,298273,64235,183347,50691,21.5,61.5,17.0,107800,Utica-Rome, NY, Metro,46540,8.02,-4.3,-3.8,-2.1,1.8000000000000007,-1.3999999999999986,-0.3000000000000007,4067,-7884,-2440,-6257,13.36,14400
"Uvalde, TX Micro Area",310M500US46620,26920,7297,15129,4494,27.1,56.2,16.7,89000,26763,7568,15043,4152,28.3,56.2,15.5,72000,Uvalde, TX, Micro,46620,8.24,0.57,-3.58,0.59,1.1999999999999993,0.0,-1.1999999999999993,342,86,-271,157,23.61,17000
"Valdosta, GA Metro Area",310M500US46660,145315,34635,91958,18722,23.8,63.3,12.9,132100,142655,35187,91754,15714,24.7,64.3,11.0,121800,Valdosta, GA, Metro,46660,19.14,0.22,-1.57,1.86,1.9000000000000004,-1.0,-0.8999999999999986,3008,204,-552,2660,8.46,10300
"Van Wert, OH Micro Area",310M500US46780,28261,6620,16411,5230,23.4,58.1,18.5,104900,28612,6860,16766,4986,24.0,58.6,17.4,90000,Van Wert, OH, Micro,46780,4.89,-2.12,-3.5,-1.23,1.1000000000000014,-0.5,-0.6000000000000014,244,-355,-240,-351,16.56,14900
"Vermillion, SD Micro Area",310M500US46820,13957,2358,9945,1654,16.9,71.3,11.9,168300,13968,2400,10124,1444,17.2,72.5,10.3,136000,Vermillion, SD, Micro,46820,14.54,-1.77,-1.75,-0.08,1.5999999999999996,-1.2000000000000028,-0.3000000000000007,210,-179,-42,-11,23.75,32300
"Vernal, UT Micro Area",310M500US46860,36084,12043,20369,3672,33.4,56.4,10.2,197000,34576,11585,19849,3142,33.5,57.4,9.1,187400,Vernal, UT, Micro,46860,16.87,2.62,3.95,4.36,1.0999999999999996,-1.0,-0.10000000000000142,530,520,458,1508,5.12,9600
